"","ko_id","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K05305",4.15455128690748,4.13631746077298,3.3242427715984,4.58570927721809,4.5973067444638,4.43660924930903,4.67199477189587,4.27721529705346,4.53151234425184
"K03661",6.72072989231893,6.74235991187034,5.72241312259111,6.89518396048643,6.95257761622332,6.89817239691857,6.40285634414645,6.54339164311809,6.09746377669693
"K01792",5.53240994740666,5.36527962564404,4.80762406048475,5.82587807499506,6.16203359621359,6.1365850289753,5.43769014609594,5.63620597632242,5.50562154111406
"K16550",4.15455128690748,4.13631746077298,3.3242427715984,4.32829423469507,4.38755197999875,4.0841020512048,4.83116364500625,4.58560051707588,4.24786044330778
"K02641",8.28471735756017,8.30845517986127,8.42328251748696,7.81189676381241,8.06791594598845,7.83475366119052,7.6726821009656,7.56900834954117,7.13305045089473
"K12231",7.82321021885614,7.69842414422623,6.80187996651942,7.50054972718572,7.16223570025352,7.60486639854611,7.91704628808559,7.74428913632765,8.19791807894404
"K14265",4.48332380138496,4.38846189158423,3.3242427715984,4.55704942344488,4.65842793124551,4.52842870609458,4.48435240981962,4.27721529705346,3.98281658935965
"K19200",4.5709792920049,4.38846189158423,3.3242427715984,4.36465938589194,4.6283180375815,4.57129099560329,4.41288781601995,4.64949643506596,4.60989129688241
"K02514",4.27878105553181,4.52365808857465,3.3242427715984,4.36465938589194,4.56532364400511,4.33474230345864,4.33539211131374,4.70971143979871,4.68270524401463
"K08102",4.27878105553181,4.52365808857465,3.3242427715984,4.36465938589194,4.56532364400511,4.33474230345864,4.33539211131374,4.70971143979871,4.68270524401463
"K08103",4.27878105553181,4.52365808857465,3.3242427715984,4.36465938589194,4.56532364400511,4.33474230345864,4.33539211131374,4.70971143979871,4.68270524401463
"K08239",4.48332380138496,4.58478278113559,3.3242427715984,4.64071943128945,4.46268026499597,4.65193535729147,4.61321262495851,4.44409991670237,4.35268905578757
"K17043",4.48332380138496,4.58478278113559,3.3242427715984,4.64071943128945,4.46268026499597,4.65193535729147,4.61321262495851,4.44409991670237,4.35268905578757
"K21869",4.48332380138496,4.58478278113559,3.3242427715984,4.64071943128945,4.46268026499597,4.65193535729147,4.61321262495851,4.44409991670237,4.35268905578757
"K10563",4.7264609982884,4.52365808857465,6.01576111355785,5.13090483502507,5.153915510256,5.01248781657806,5.01350401626013,4.96951636973074,4.87562089365211
"K12006",7.02972452009958,6.87946452718172,5.72241312259111,6.7024815928993,6.45326785789656,6.1365850289753,6.31130894264914,6.63932719123608,6.84200308418048
"K03509",4.65160600827139,4.45847409015247,3.3242427715984,4.32829423469507,4.42587655201271,4.57129099560329,4.41288781601995,4.58560051707588,4.68270524401463
"K07253",4.27878105553181,4.38846189158423,3.3242427715984,4.58570927721809,4.65842793124551,4.61240373084865,4.48435240981962,4.51740638499986,4.12743602263393
"K10028",4.27878105553181,4.38846189158423,3.3242427715984,4.58570927721809,4.65842793124551,4.61240373084865,4.48435240981962,4.51740638499986,4.12743602263393
"K15923",4.27878105553181,4.38846189158423,3.3242427715984,4.58570927721809,4.65842793124551,4.61240373084865,4.48435240981962,4.51740638499986,4.12743602263393
"K00741",4.5709792920049,4.45847409015247,5.72241312259111,5.04053560062366,4.79741424977827,4.27902552351269,4.8795212976921,4.92208466703686,4.93320983448922
"K11394",4.5709792920049,4.69705718471015,3.3242427715984,4.55704942344488,4.42587655201271,4.52842870609458,4.55086446056474,4.51740638499986,4.53151234425184
"K00895",10.6803230256689,10.4948327414393,10.0808595737785,9.5316733516393,9.59831459899695,9.55197725189191,9.82148404765269,9.86366530825014,9.74254084150186
"K03457",4.15455128690748,4.52365808857465,3.3242427715984,4.52754407110319,4.34753171072266,4.48361586106089,4.55086446056474,4.64949643506596,4.60989129688241
"K10421",4.5709792920049,4.45847409015247,5.72241312259111,4.69296938621466,4.8972513473153,4.61240373084865,4.48435240981962,4.51740638499986,4.35268905578757
"K16342",4.79646444805843,4.52365808857465,3.3242427715984,4.32829423469507,4.49810955707814,4.38710975107136,4.41288781601995,4.51740638499986,4.53151234425184
"K10645",8.25815264774938,8.09700261281905,8.2144295094181,7.66187547991863,7.85761963891974,7.75327314987781,7.31726135882931,7.28763413735597,7.15482254000628
"K05862",6.68899674935634,6.77519508674896,6.01576111355785,7.38081950064901,7.30146891520946,7.12797378548214,7.07249912697046,7.09929158171078,7.07712193440633
"K13947",6.68899674935634,6.77519508674896,6.01576111355785,7.38081950064901,7.30146891520946,7.12797378548214,7.07249912697046,7.09929158171078,7.07712193440633
"K15040",6.68899674935634,6.77519508674896,6.01576111355785,7.38081950064901,7.30146891520946,7.12797378548214,7.07249912697046,7.09929158171078,7.07712193440633
"K15041",6.68899674935634,6.77519508674896,6.01576111355785,7.38081950064901,7.30146891520946,7.12797378548214,7.07249912697046,7.09929158171078,7.07712193440633
"K12892",6.42512643721457,6.51458928495895,7.59127637620275,6.13490204813137,6.27433264576982,6.45446023500293,6.47483031041738,6.51473902949116,6.56008647614122
"K12896",6.42512643721457,6.51458928495895,7.59127637620275,6.13490204813137,6.27433264576982,6.45446023500293,6.47483031041738,6.51473902949116,6.56008647614122
"K20166",5.67331985018982,5.75528593384144,5.72241312259111,5.90511103614339,5.88387462853406,5.81641521733941,4.67199477189587,5.2937313736269,5.18539388595069
"K06119",6.12405788071054,6.31952897949405,5.34612319466355,6.4729790600525,6.40118691820398,6.23977330681588,6.74244238121816,6.54339164311809,6.65532011493731
"K00306",7.49900263178777,7.64645766081346,8.4710838513814,7.1266518672376,7.17546871802051,7.21932092232558,7.38542790906354,7.32904465289737,7.68203904158645
"K01623",9.2946824828063,9.55023291238016,10.2131501833337,9.12789101707579,9.14530376249426,9.08487253957425,9.94415134922892,9.88179744342107,9.73357043930498
"K20027",6.51867927090027,6.39234556503861,5.34612319466355,6.2742117573417,5.99994890432803,5.91777221832694,6.26318502253006,6.39391084554179,6.77307904605231
"K12488",6.78214099223367,6.63902579538541,6.46315036897825,6.06819180336089,5.7569744302323,5.93165535311574,6.50261887778652,6.52913816016086,7.01891148352401
"K03135",4.65160600827139,4.38846189158423,3.3242427715984,4.46572363696243,4.65842793124551,4.57129099560329,4.48435240981962,4.51740638499986,4.53151234425184
"K00758",4.15455128690748,4.52365808857465,3.3242427715984,4.55704942344488,4.5973067444638,4.57129099560329,4.48435240981962,4.36456796876952,4.60989129688241
"K03138",4.15455128690748,4.52365808857465,3.3242427715984,4.55704942344488,4.5973067444638,4.57129099560329,4.48435240981962,4.36456796876952,4.60989129688241
"K07152",4.15455128690748,4.52365808857465,3.3242427715984,4.55704942344488,4.5973067444638,4.57129099560329,4.48435240981962,4.36456796876952,4.60989129688241
"K13219",6.07518819680517,5.77763030114138,5.34612319466355,5.79493121830507,5.54793776616325,5.65701443681684,6.32698873308882,6.378049216813,6.54357033268719
"K00505",7.64582004261825,7.8128314506091,8.72871249801962,7.43382655413737,7.44662861591724,7.35633899648839,7.87033034754663,7.66901508976763,7.60524930298095
"K14439",7.36567695362629,7.41744002120659,7.59127637620275,7.93171960571684,7.93722486759576,8.17325579914621,8.46646481543558,8.4040943481965,8.23402213977924
"K17892",5.2419298506137,4.79862774081995,4.80762406048475,5.02161929781477,5.05357474864559,5.14548381702862,4.25031922455403,4.36456796876952,4.12743602263393
"K01750",7.87312153941809,7.51089539945882,6.64263648672879,7.68662988264347,7.64321979073166,7.8597394789419,7.03519030683236,7.14643818914454,7.40222026395547
"K11157",4.00524213135329,4.13631746077298,3.3242427715984,4.20881284234713,4.16541361862457,4.15476575308683,4.61321262495851,4.64949643506596,4.60989129688241
"K13534",4.00524213135329,4.13631746077298,3.3242427715984,4.20881284234713,4.16541361862457,4.15476575308683,4.61321262495851,4.64949643506596,4.60989129688241
"K16813",4.00524213135329,4.13631746077298,3.3242427715984,4.20881284234713,4.16541361862457,4.15476575308683,4.61321262495851,4.64949643506596,4.60989129688241
"K16814",4.00524213135329,4.13631746077298,3.3242427715984,4.20881284234713,4.16541361862457,4.15476575308683,4.61321262495851,4.64949643506596,4.60989129688241
"K16816",4.00524213135329,4.13631746077298,3.3242427715984,4.20881284234713,4.16541361862457,4.15476575308683,4.61321262495851,4.64949643506596,4.60989129688241
"K01425",7.21865173415723,7.22582945535841,7.67544158196234,7.99249800854379,7.23143680443159,6.80514137691823,7.29379828736324,7.51984085328074,8.08947402178244
"K19403",5.33184902189184,4.93550965815532,4.80762406048475,5.64029058938304,5.50478743568787,5.56956778499669,5.65830545443323,6.19054806408837,5.57465723832014
"K03028",9.86530747374922,9.7353563347878,8.51734966048657,9.56757662356311,9.68298552896397,9.61402597278524,9.29859917799104,9.11757975154206,9.39881396529647
"K22193",4.38683984547031,4.13631746077298,3.3242427715984,4.32829423469507,4.05523603571911,4.38710975107136,4.25031922455403,4.87262771604181,4.35268905578757
"K17987",8.63776164387961,8.76019064745761,8.91300289887961,9.41990498642621,9.31659305540382,9.3225926001039,9.66328956863201,9.58250628544009,9.79866690349252
"K06711",4.7264609982884,4.31256976608999,3.3242427715984,4.29033826415225,4.34753171072266,4.27902552351269,4.61321262495851,4.44409991670237,4.60989129688241
"K06634",4.00524213135329,3.73428029734442,3.3242427715984,4.20881284234713,4.26150855054021,4.48361586106089,4.48435240981962,4.44409991670237,4.53151234425184
"K10289",4.5709792920049,4.58478278113559,3.3242427715984,4.3995978629395,4.49810955707814,4.52842870609458,4.61321262495851,4.58560051707588,4.53151234425184
"K14462",4.5709792920049,4.58478278113559,3.3242427715984,4.3995978629395,4.49810955707814,4.52842870609458,4.61321262495851,4.58560051707588,4.53151234425184
"K10869",4.48332380138496,4.13631746077298,3.3242427715984,4.32829423469507,4.42587655201271,4.52842870609458,4.61321262495851,4.64949643506596,4.53151234425184
"K21871",4.00524213135329,3.90220448056857,4.80762406048475,4.55704942344488,4.77100108563031,4.72680635461652,4.67199477189587,5.22031823857717,4.75084093293581
"K18735",4.5709792920049,4.45847409015247,3.3242427715984,4.32829423469507,4.42587655201271,4.57129099560329,4.7276772892469,4.36456796876952,4.53151234425184
"K19759",6.91131153412122,6.83867050325982,6.46315036897825,7.32577510295168,7.28529652079982,7.27358392120987,6.34249466710816,6.40959506954079,6.45795387934979
"K18043",4.27878105553181,4.22928983178755,3.3242427715984,4.43324711567612,4.5973067444638,4.33474230345864,4.67199477189587,4.64949643506596,4.44635669290082
"K09494",9.05667098733129,8.77904867033229,7.8302780626183,9.20210881131371,9.19358248371691,8.80557639621593,8.70084023816689,8.74328580243916,8.72912141450916
"K03351",5.2419298506137,5.27098370676268,4.80762406048475,5.41063819065013,5.74482474546766,5.65701443681684,6.24676762289567,5.74154244835015,5.70278393367042
"K03232",4.00524213135329,4.45847409015247,3.3242427715984,4.25059269469257,4.77100108563031,4.43660924930903,4.48435240981962,4.27721529705346,4.12743602263393
"K10732",4.00524213135329,4.45847409015247,3.3242427715984,4.25059269469257,4.77100108563031,4.43660924930903,4.48435240981962,4.27721529705346,4.12743602263393
"K14454",6.92496537850072,7.10235817883532,7.30434310889011,6.81219065607114,6.64422705536539,6.67348823292138,6.12607705083673,6.17218183270582,6.32858582056263
"K01627",5.63947018941532,5.36527962564404,6.01576111355785,4.74277750584899,5.24668573871514,5.35383210556289,4.92591580602016,4.87262771604181,4.98807956038093
"K02727",8.54414798732249,8.59668890311363,7.67544158196234,8.45743757791053,8.46143891942755,8.41618904209714,7.6726821009656,7.79826390983485,7.77609453386235
"K16653",4.48332380138496,4.64243096009029,4.80762406048475,4.69296938621466,4.21491832289844,4.00541957806905,4.33539211131374,4.64949643506596,5.43274022072676
"K17960",6.02452460929904,5.68593485488425,4.80762406048475,5.88573111314805,6.13477670782533,6.1365850289753,5.77963405473107,5.99489889733037,5.92734775756121
"K03116",7.29405178712587,6.80728749457669,7.90185807978721,6.72938313763245,7.02268782858518,7.02405414187915,6.91702011906844,6.59900737359373,6.60850570178495
"K03500",4.5709792920049,4.22928983178755,3.3242427715984,4.36465938589194,4.34753171072266,4.52842870609458,4.15530663483465,4.76672716691189,4.35268905578757
"K14480",7.12731048106264,7.03186368927825,6.64263648672879,6.35990599235358,5.87281636044421,6.30454682638082,6.60859722877859,6.3293573778915,6.94576819985233
"K05991",6.05008918994892,6.05709764973238,5.72241312259111,6.16708913235828,6.01002937598831,6.06326191258644,6.89633520584995,6.72916432538354,6.73005818704988
"K14992",5.0398781586389,5.27098370676268,6.46315036897825,5.6749634041483,5.58971818739079,5.41631306444608,5.40730067588451,5.22031823857717,5.54059239432406
"K06685",8.65414761758788,8.9879702990316,10.0653827642892,9.01430024294773,8.93677105956319,8.85072355996885,8.8499023164163,8.86891637863293,8.92787134384849
"K00354",4.15455128690748,4.58478278113559,3.3242427715984,4.29033826415225,4.49810955707814,4.61240373084865,4.48435240981962,4.58560051707588,4.44635669290082
"K13220",4.15455128690748,4.58478278113559,3.3242427715984,4.29033826415225,4.49810955707814,4.61240373084865,4.48435240981962,4.58560051707588,4.44635669290082
"K07048",4.5709792920049,4.31256976608999,5.72241312259111,4.613581984408,4.49810955707814,4.65193535729147,4.48435240981962,4.58560051707588,4.68270524401463
"K02214",5.73855206461631,5.66199632517561,4.80762406048475,5.68632370689143,5.79277994531575,5.87525468558198,6.07095236735795,6.17218183270582,6.09746377669693
"K01114",4.27878105553181,4.52365808857465,3.3242427715984,4.20881284234713,4.46268026499597,4.52842870609458,4.7276772892469,4.51740638499986,4.35268905578757
"K03510",6.42512643721457,6.62706418652709,7.19432305481229,6.37369158987495,6.47501051145029,6.17183986913192,6.89633520584995,7.22756896450232,7.19739590928455
"K03265",7.82321021885614,7.84902857068324,8.03513992020436,7.95679205275344,7.9346411647232,7.77220137997716,7.1178038100536,7.127765930299,7.05412204389934
"K19269",4.86231462576716,4.45847409015247,3.3242427715984,4.32829423469507,4.38755197999875,4.21932358860197,4.25031922455403,4.36456796876952,4.35268905578757
"K05354",4.48332380138496,4.64243096009029,3.3242427715984,4.49712720350144,4.30560406637974,4.43660924930903,4.04639484791977,4.44409991670237,3.98281658935965
"K19584",5.88903076137137,5.75528593384144,4.80762406048475,6.0851736463282,6.04962837969567,5.95900581019986,6.07095236735795,6.09618307243268,5.84743243782587
"K02649",6.07518819680517,6.50151971157431,6.80187996651942,6.995865670952,6.77221635095751,6.2832880232844,7.12669472830489,7.21877852588031,7.14397798014426
"K06070",6.07518819680517,6.50151971157431,6.80187996651942,6.995865670952,6.77221635095751,6.2832880232844,7.12669472830489,7.21877852588031,7.14397798014426
"K16569",4.15455128690748,4.38846189158423,4.80762406048475,4.69296938621466,4.84843388863992,5.04028643714181,5.43769014609594,5.10137836055206,5.23012938889262
"K14388",8.3961083217711,8.38785583991317,8.76750405772941,8.24643222032449,8.36885683416192,8.29069016278714,7.63589020809914,7.60312412521882,7.73344823509728
"K10899",6.09983897400103,6.02050039909347,4.80762406048475,5.81564085635248,5.31625342345007,5.33230974241856,5.70816124228775,5.81545627881317,5.57465723832014
"K10740",6.32489137988551,6.1614060270608,6.64263648672879,6.86644233730402,6.88960720707616,7.10419413861258,7.33269241585945,7.1920781731552,7.16558539305414
"K03938",7.29405178712587,7.16130818131956,7.40650554543372,6.9326244880784,6.86252399136374,6.81251791938203,6.21334068621125,6.50019117250968,6.44018710023623
"K11430",5.53240994740666,5.20396589571386,6.25733923245012,5.4245129201309,5.41395844367116,5.45634757654023,4.8795212976921,5.22031823857717,4.93320983448922
"K00791",6.46329759900303,6.62706418652709,7.75494500424988,6.69703942824078,6.90029770414018,6.96581029482398,6.69522275154604,6.96888011513614,6.38549676681326
"K14512",5.5690688812349,5.5874848605247,5.34612319466355,6.3668157493233,6.4385836294989,6.39640419749873,5.86940288240794,5.93034022650199,6.16440295009634
"K10206",7.82321021885614,7.42432130057899,8.097418507011,7.22403947190244,7.36439090415788,7.44877628386411,7.1178038100536,7.15568356929299,6.71542278862876
"K03679",4.7264609982884,4.22928983178755,3.3242427715984,4.29033826415225,4.42587655201271,4.43660924930903,4.61321262495851,4.36456796876952,4.12743602263393
"K10572",4.7264609982884,4.22928983178755,3.3242427715984,4.29033826415225,4.42587655201271,4.43660924930903,4.61321262495851,4.36456796876952,4.12743602263393
"K18626",7.43388977312875,7.41744002120659,8.097418507011,7.23155119866589,7.48250416678823,7.39109261113662,6.89633520584995,6.77805272473098,6.90773775144949
"K11806",5.63947018941532,5.48111019125965,6.01576111355785,5.7198373267133,6.12557061869163,6.18339518545115,5.40730067588451,5.05901562367179,5.18539388595069
"K03217",7.26222288290721,7.43116969194771,6.46315036897825,7.35699750541567,7.56176271758004,7.6341452501141,7.72616045067562,7.83888588697316,7.24888914661489
"K07198",10.5821082220359,10.5110300179769,9.86541951128106,10.288940181165,10.0554676818109,9.92125813956562,10.6819863372772,10.6750747115728,11.0744013661738
"K01769",5.14505595259481,5.79961074349922,6.25733923245012,5.07749644615965,5.29921698680304,5.45634757654023,5.73241004108535,5.74154244835015,6.0509668187795
"K15865",4.48332380138496,4.64243096009029,5.72241312259111,4.49712720350144,4.68769867033273,4.8942370791113,4.61321262495851,4.36456796876952,4.87562089365211
"K00225",6.09983897400103,6.07503820576164,4.80762406048475,5.68632370689143,5.80450722192177,5.73907586666994,5.63266132723514,5.32889746381604,5.92734775756121
"K18402",6.64002196166575,6.72003956646087,5.72241312259111,6.75054263540418,6.58561989811909,6.38649031878161,6.82147226891259,6.59900737359373,7.22851384327266
"K06220",4.00524213135329,4.13631746077298,3.3242427715984,4.25059269469257,4.49810955707814,4.38710975107136,4.67199477189587,4.51740638499986,4.44635669290082
"K16914",5.97192391520432,6.07503820576164,7.30434310889011,6.19074871936425,6.03983489544822,6.18339518545115,6.08957262839896,6.29592834730194,6.30908925806578
"K03012",5.14505595259481,5.01852130763631,6.25733923245012,5.1986789119454,5.19185870400276,5.12002500029539,5.01350401626013,4.87262771604181,5.18539388595069
"K11314",5.14505595259481,5.01852130763631,6.25733923245012,5.1986789119454,5.19185870400276,5.12002500029539,5.01350401626013,4.87262771604181,5.18539388595069
"K03263",8.88685007787797,9.04249381674255,8.76750405772941,8.97584227966873,8.97368917195328,8.92521463739232,8.14340756136144,8.12347254178995,8.14471730365377
"K00493",8.60862999601141,8.51224867642003,8.37384003816828,8.35665230049688,7.80482290208469,7.50422788831368,8.5178360425692,8.39245798893671,8.76479590851637
"K14338",8.60862999601141,8.51224867642003,8.37384003816828,8.35665230049688,7.80482290208469,7.50422788831368,8.5178360425692,8.39245798893671,8.76479590851637
"K00914",6.05008918994892,6.30449961294546,7.30434310889011,6.07670883646529,6.02003646369182,6.23977330681588,6.58283963294854,6.19054806408837,6.49282777645188
"K10773",6.55442634149844,6.09274857897107,7.50186511556258,6.41425310539547,6.6184790704993,6.51929414797308,6.48879318486941,6.39391084554179,6.18601652679499
"K20160",4.7264609982884,4.45847409015247,3.3242427715984,4.55704942344488,4.38755197999875,4.43660924930903,4.41288781601995,4.36456796876952,4.53151234425184
"K01057",7.94154516073149,7.55543383875346,8.4710838513814,7.23529231574778,7.26068993185176,7.39598928494053,7.33269241585945,7.4615044801451,7.37469370305693
"K09955",6.21691153316006,6.72003956646087,7.19432305481229,6.56571670238988,6.63783389217379,6.31505612048126,7.37055774041248,7.09929158171078,7.04248152245177
"K06027",7.73339533824239,7.66398964775831,6.46315036897825,7.75062838447503,7.53468849129207,7.44877628386411,7.62341366354225,7.67544085028653,7.65181426585501
"K13158",4.79646444805843,4.79862774081995,5.72241312259111,5.09556107367142,5.19185870400276,5.33230974241856,5.63266132723514,5.55134544723168,5.92734775756121
"K00434",5.94484738974925,6.0018302047843,4.80762406048475,5.924219511744,5.8948438355075,5.62272402480467,5.40730067588451,5.32889746381604,5.31508017953496
"K01193",4.65160600827139,4.58478278113559,5.72241312259111,4.8582243961323,4.71618561241202,4.69002874584704,5.34428264149181,5.2937313736269,5.27331990903633
"K10636",4.86231462576716,4.97774672460432,5.72241312259111,4.71816118878517,4.49810955707814,4.86268808243111,4.48435240981962,4.36456796876952,4.93320983448922
"K14022",4.86231462576716,4.97774672460432,5.72241312259111,4.71816118878517,4.49810955707814,4.86268808243111,4.48435240981962,4.36456796876952,4.93320983448922
"K15703",4.86231462576716,4.97774672460432,5.72241312259111,4.71816118878517,4.49810955707814,4.86268808243111,4.48435240981962,4.36456796876952,4.93320983448922
"K18693",6.70495219177868,6.91912078576358,6.01576111355785,7.06486344883169,6.5034876167815,6.33584062267379,6.78813976162694,6.95833631570405,7.33714878829715
"K20301",5.14505595259481,5.13313064265057,6.25733923245012,5.21505835513696,5.49008236856796,5.28814169661114,5.17151619080938,5.01510728133458,4.87562089365211
"K12021",4.5709792920049,4.45847409015247,3.3242427715984,4.3995978629395,4.65842793124551,4.48361586106089,4.48435240981962,4.36456796876952,4.12743602263393
"K14560",4.7264609982884,4.45847409015247,5.34612319466355,4.69296938621466,5.22867616781829,4.72680635461652,4.25031922455403,4.70971143979871,4.12743602263393
"K14857",6.92496537850072,6.76433427427924,6.25733923245012,6.92335630281324,6.93189551238669,6.95253736458637,6.10794527005674,6.09618307243268,6.14244735462138
"K17086",9.04739893644174,9.17244943794247,10.3850716618267,9.35032533172002,9.39093772712385,9.29280972946377,9.64647228024141,9.73146522560311,9.30018204803321
"K14862",4.5709792920049,4.52365808857465,3.3242427715984,4.25059269469257,4.26150855054021,4.27902552351269,4.33539211131374,4.27721529705346,4.75084093293581
"K15173",4.5709792920049,4.52365808857465,3.3242427715984,4.25059269469257,4.26150855054021,4.27902552351269,4.33539211131374,4.27721529705346,4.75084093293581
"K08499",4.48332380138496,4.52365808857465,3.3242427715984,4.20881284234713,4.26150855054021,4.52842870609458,4.67199477189587,4.51740638499986,4.35268905578757
"K16609",4.15455128690748,4.31256976608999,5.34612319466355,4.46572363696243,4.49810955707814,4.65193535729147,3.91589764275173,4.70971143979871,4.44635669290082
"K12077",5.70633279187264,5.92450012880133,4.80762406048475,6.11852371808145,5.9897939134245,5.87525468558198,6.12607705083673,5.79126513554564,5.95297902847706
"K02729",9.62267293820055,9.55179975719667,9.01323320996492,9.21065004032628,9.3185733704823,9.39872616744537,8.64649244616044,8.61568929702987,8.64355519973719
"K01190",7.92135781187082,7.9333177958398,7.75494500424988,7.86825823413451,7.18858030935118,6.88425027815678,7.78892921838805,7.81581412302916,8.14471730365377
"K08339",4.38683984547031,4.22928983178755,3.3242427715984,4.613581984408,4.42587655201271,4.33474230345864,4.67199477189587,4.51740638499986,4.44635669290082
"K04710",6.55442634149844,7.10235817883532,6.46315036897825,7.07325811123947,6.55197758627467,6.43537368337804,7.12669472830489,7.26220012611202,7.51574568198886
"K12493",7.1737108663273,7.08505838269146,6.64263648672879,6.44065703124705,5.93785944569504,6.38649031878161,6.67100912530648,6.42510591804017,7.03074520512716
"K04506",7.38550001282443,7.09373449187103,8.15711289403481,7.12261481317938,7.43568848149657,7.35633899648839,8.00615736453349,7.97004176882104,7.82429953957044
"K01196",4.7264609982884,4.52365808857465,3.3242427715984,4.49712720350144,4.46268026499597,4.43660924930903,4.41288781601995,4.44409991670237,4.35268905578757
"K00951",7.79389136829444,7.96663823005852,7.50186511556258,7.81937482826964,7.44299117577025,7.56197521043441,8.1821534804263,8.44597423818311,8.53202523468125
"K06065",6.38588842451626,6.55308593032354,5.34612319466355,6.37369158987495,6.51051777699297,6.55504455345283,6.55660326065029,6.61257555482849,6.59254977237055
"K00028",6.42512643721457,6.22682497507239,5.34612319466355,6.57763323170079,6.59225318260899,6.50107292158794,6.60859722877859,6.54339164311809,6.45795387934979
"K00029",6.42512643721457,6.22682497507239,5.34612319466355,6.57763323170079,6.59225318260899,6.50107292158794,6.60859722877859,6.54339164311809,6.45795387934979
"K15918",4.79646444805843,4.52365808857465,3.3242427715984,4.3995978629395,4.30560406637974,4.27902552351269,4.15530663483465,4.27721529705346,4.35268905578757
"K00604",4.27878105553181,4.58478278113559,3.3242427715984,4.46572363696243,4.30560406637974,4.52842870609458,4.48435240981962,4.51740638499986,4.60989129688241
"K13950",4.00524213135329,4.52365808857465,4.80762406048475,5.29388823636051,4.98910029685913,5.12002500029539,4.67199477189587,4.58560051707588,4.35268905578757
"K01676",7.74875985831466,7.64056575907707,8.26955094224309,7.99689956119261,7.94751350241066,7.73409217355422,7.40744766378324,7.27072846902718,6.97056890933024
"K20352",4.79646444805843,4.84611167874814,6.01576111355785,5.07749644615965,5.05357474864559,5.24237506304418,4.97052567648395,5.10137836055206,4.60989129688241
"K02930",9.22785865563633,9.25364597805366,8.64784876656616,9.48471738242904,9.50836096222443,9.50418858151263,8.68295109874474,8.74633533732085,8.59680968361182
"K15261",6.89752539540429,6.72003956646087,6.80187996651942,6.66393965607759,6.73082482873229,7.02405414187915,7.64825923965746,7.44654177526755,7.60524930298095
"K08214",4.00524213135329,4.38846189158423,5.34612319466355,4.32829423469507,4.42587655201271,4.57129099560329,4.55086446056474,4.51740638499986,3.98281658935965
"K14798",5.88903076137137,6.12750280813958,6.25733923245012,5.91469870387109,6.15300737748917,6.22867896225356,5.31157013873829,5.52180118854646,5.23012938889262
"K01405",6.17126103908249,6.0018302047843,4.80762406048475,5.97999330879047,5.76901550529342,5.63997967310422,5.52481524775851,5.49157614021589,5.64026213699006
"K01414",6.17126103908249,6.0018302047843,4.80762406048475,5.97999330879047,5.76901550529342,5.63997967310422,5.52481524775851,5.49157614021589,5.64026213699006
"K13726",6.17126103908249,6.0018302047843,4.80762406048475,5.97999330879047,5.76901550529342,5.63997967310422,5.52481524775851,5.49157614021589,5.64026213699006
"K06970",4.98362629595967,4.7490243359204,6.01576111355785,4.66716800586238,4.8972513473153,5.06745459061394,5.27799274325843,5.14231501779659,5.27331990903633
"K12826",6.67285943887062,6.83867050325982,6.01576111355785,6.88566781920866,7.03242785075524,7.07390143911728,6.32698873308882,6.47063645626425,6.0744110741186
"K17732",9.21134935000915,9.39478466665942,8.5621756720029,9.26177497254374,9.22348441979215,9.12511205834407,8.49750686406933,8.50479573115686,8.44671950875441
"K11507",8.56162733803787,8.51867609357893,8.32263948460731,8.18220321157482,8.21776546638872,8.17893563712746,7.62341366354225,7.51984085328074,7.61311579942131
"K06217",4.65160600827139,4.45847409015247,5.72241312259111,4.64071943128945,4.53228856713042,4.83023849443937,4.92591580602016,5.22031823857717,5.04051279905164
"K12489",6.85534655832263,6.72003956646087,6.46315036897825,6.14301915188522,5.85042644155883,5.99903432012478,6.529869565457,6.55750246038432,7.04248152245177
"K00889",10.6107086626012,10.6498923086896,10.2682640549564,10.307635384259,9.78174143502183,9.81413776336719,10.5007938840288,10.5524462609362,11.0090038653672
"K13110",6.21691153316006,6.17805181417239,7.40650554543372,6.17502054087586,6.32326093353801,6.51929414797308,6.64637395216877,6.44044728127538,6.16440295009634
"K03320",10.4581814328419,10.6255510167091,10.1558466101133,10.7373895982366,10.3060460905446,9.93975594213863,10.740780629675,10.9574417732417,11.2008329082435
"K10728",4.65160600827139,4.7490243359204,5.34612319466355,5.09556107367142,4.92090222745264,5.24237506304418,5.46738350796181,5.76663300491322,5.70278393367042
"K11699",6.76703572564299,7.10235817883532,8.097418507011,7.31521445870052,7.14887896374875,7.15136391368657,7.61713448360421,7.707145256073,7.51574568198886
"K00793",6.21691153316006,5.94424582809878,4.80762406048475,5.78445622637256,5.90572548000568,5.86078203827945,5.75622900728546,5.88554329746255,5.50562154111406
"K22255",4.5709792920049,4.52365808857465,3.3242427715984,4.46572363696243,4.56532364400511,4.38710975107136,4.33539211131374,4.58560051707588,4.24786044330778
"K03031",8.3961083217711,8.06660004206271,7.59127637620275,7.46598708096941,7.53468849129207,7.44405701499491,7.1178038100536,7.36133161536229,7.33714878829715
"K06262",5.45586640299898,5.75528593384144,6.80187996651942,6.25194058783168,6.1975626930402,6.19485515756492,6.41754925878441,6.36200600827058,5.90122654708303
