"","ko_id","add_backC","pFe21_9A","pFe19A","pFe19B","pFe19C","pFe21_9B","pFe21_9C"
"K08902",8.44818306798461,8.11793455538239,3.72101777063876,2.71827869300912,3.44203611551416,3.43001872679015,6.80169601624812,6.70814417980922
"K01698",6.35629170567809,6.15784593489112,4.11043691322429,3.38215086031603,2.71827869300912,3.43001872679015,8.26282984252194,8.60405510927731
"K00134",11.8410606805472,11.8505110155853,7.64324514064586,7.04402997573582,7.03584082430556,7.34381618295232,11.2525255873745,11.0325563665022
"K14564",3.10993723233681,4.11290802815795,8.96442311450542,8.3318401505868,8.77893145791412,8.30847602865871,7.97394222332535,7.864699643376
"K14766",2.71827869300912,3.48408359358466,8.57125914072971,7.78155392476098,7.70832892216006,8.03478787940388,7.61221287074688,7.51110824005232
"K02714",9.59416336344437,9.29487978277413,5.20179388778037,4.59283563988813,5.28963753383967,5.71090515702192,9.22494152288931,9.20992528468555
"K00615",10.892317277516,10.8396543207887,7.04401174302868,6.40910164370455,6.49954213730754,6.28510275242709,10.4154339528586,10.5617734753611
"K11262",11.3323351298022,10.9723392476707,6.85014662490883,6.22857375508504,6.65358984964254,6.84470141341006,9.92485595127781,10.3536588146959
"K01803",9.79058885912246,9.78233392150855,5.60505729772566,5.17278358099599,4.64134179111593,4.44618145982845,7.60671945194475,7.61882664734754
"K14843",4.0332049915776,4.56501783167434,9.06145433521342,8.24679143943729,9.15785444525253,8.27840060068005,8.97528011310671,8.65340173400297
"K01599",5.982497555047,5.65146324786038,4.39437897551672,3.84913674762801,4.12466798416602,3.58571983713356,8.5753902428953,8.78436848560161
"K02703",7.78053695539858,7.91149411912956,12.2631938131038,12.5746620127887,12.0872066644479,11.5910869699296,8.66526045682515,9.52318394062573
"K00218",9.1004025050079,8.82781969816536,5.60505729772566,5.28532840130655,5.67849613636443,6.0719245708939,9.60804125409322,9.93151604095168
"K14786",3.2704927687288,3.48408359358466,7.96345408634802,7.98113814451462,7.83137882684402,7.26153960059538,7.70252963801274,7.4685401317853
"K01673",8.58468064731806,8.59617918696861,3.43430908694628,4.49765623422506,4.83581398021254,4.10252563801767,6.82084523102421,6.57136349613469
"K14852",3.66358926753772,3.26292427686269,8.19299178069381,7.44786308292867,7.481093678709,7.17426597833286,7.99511142283223,7.73109271682351
"K09611",8.86245100026671,8.85173223488533,4.26125715635484,4.28124800268776,4.64134179111593,4.75970050503897,6.9039848748265,6.58030651789512
"K18684",8.81789535582126,8.57837363743057,10.1272181804804,9.59221430992786,10.2967933070089,10.697529237378,6.10819479337923,5.6253063238028
"K01624",10.4461858811623,10.2720732780337,6.93086295498532,6.40910164370455,6.52639802766385,6.84470141341006,9.98530978931063,9.96673238838874
"K04040",5.71011878875134,5.23407588723382,3.43430908694628,2.71827869300912,3.44203611551416,2.71827869300912,7.0651127602175,7.28442755302283
"K00863",7.21937839709002,7.42130413303125,2.71827869300912,3.84913674762801,3.9475271791568,3.22407973613999,6.16955311999507,6.32737112548377
"K09522",3.2704927687288,4.01611222604498,7.9441849135101,7.73424761166667,7.95461485673436,6.97261169144132,7.76303487548831,7.20593799363859
"K02690",7.43032676215571,6.78826442143576,10.4846027237086,11.0377016671901,10.1347849007087,10.0442444424887,6.41694199950089,7.48286989063378
"K02999",2.71827869300912,3.26292427686269,6.96957910557468,6.38467157536536,7.19451477470442,7.02800822223248,6.9039848748265,7.32742665114375
"K21991",7.71832045625431,9.76983977866515,10.133607376833,11.4815861002194,10.2252144478956,9.68039468816279,6.76261215471224,6.22818997972907
"K02372",8.111252114505,7.92283210963748,3.43430908694628,4.59283563988813,4.41098717140293,4.32077430308287,6.71220784010459,7.03479088481085
"K06943",3.49460312759357,3.65091956100718,7.55704046321637,6.47997651799503,6.09464830949764,7.05492479712738,7.89954734230243,8.17800383150004
"K02078",9.11951723824806,9.14812742200047,5.20179388778037,5.23022281180215,5.22387685978058,5.4334214635612,8.11598342792792,7.9496404703818
"K00344",8.70936631568449,8.10306318650265,4.26125715635484,4.84148040470955,4.83581398021254,4.75970050503897,6.93944286468511,7.70689029150064
"K09838",8.98006740452411,8.42741156453344,6.0686367059627,5.33829195577099,5.57808098237675,5.40520362042023,8.56410619309336,9.40791402167426
"K02331",3.58371119483364,4.20171422164154,7.66695570676439,7.19161309876436,8.04058220465246,7.40082860524,7.74314761608355,7.91132987015479
"K01784",8.75734730510913,8.67536626889204,5.55418092105477,4.91471890617687,5.08191133869069,5.22247716438743,8.15035270987137,8.2355046971138
"K02689",6.77976616550828,5.50548019780422,9.31487609303488,9.78080893446156,8.71648287202666,8.95196278723213,5.51214142681519,6.46910712667949
"K02293",8.66668197139365,8.41140817085219,5.3892668160583,4.68123855852436,5.15476313615636,5.12098781799082,7.89954734230243,8.17212552773325
"K13181",3.73643374659545,3.48408359358466,7.46534134309289,7.02840185640682,7.54789577638615,6.86513799147612,7.55060034601787,7.42961462307114
"K03783",7.17124556551598,6.98541561510461,4.11043691322429,3.38215086031603,2.71827869300912,3.22407973613999,5.48795205367103,5.71022749920649
"K00228",6.23916429549551,6.11862480038933,4.7232072855528,4.15567892709546,5.00486158705182,3.92784878957003,8.26282984252194,8.3673869878357
"K06720",4.22088477311359,6.4218578078717,5.20179388778037,7.97301199763936,6.55275817836876,4.44618145982845,3.7780757464386,2.71827869300912
"K13199",6.24852463684541,7.63639725965066,10.7390253158501,10.9222447269923,10.8973519544815,10.3106223087529,10.0804259581654,9.49639460324709
"K02717",6.6236568267365,6.37282892014918,2.71827869300912,2.71827869300912,2.71827869300912,2.71827869300912,4.80494789088028,4.96322618755813
"K09839",8.19536241776786,8.39928795129283,4.51402974045441,4.28124800268776,4.92305724446273,4.10252563801767,6.12378515108155,6.12156078314848
"K03921",8.63868560461971,8.42342734014764,4.39437897551672,4.91471890617687,5.22387685978058,5.46107276296681,7.52169826521718,7.6317418157247
"K03526",8.09330871782416,7.97822098958814,5.74740520987062,5.23022281180215,5.28963753383967,5.3168937625869,8.79399008943516,9.02179994803313
"K14775",3.49460312759357,4.20171422164154,7.79081254056865,6.3345175913564,7.16073771111384,6.57358707215589,7.77777213227243,7.864699643376
"K00099",7.02178198311517,6.68518131560628,4.51402974045441,4.28124800268776,4.92305724446273,4.61277633118604,7.99511142283223,8.46676263205119
"K11131",3.10993723233681,3.90927887057034,7.51845410233455,7.08991879469354,7.58653750871008,6.77078706131017,6.51445872293022,6.36932582157343
"K06617",7.37618118985505,6.80064332382554,3.72101777063876,2.71827869300912,4.12466798416602,3.22407973613999,5.09497957081484,5.26757094784777
"K02997",4.08327741262141,3.78928668096208,8.23323059876692,7.01260170665948,6.99806523201599,7.23041350832356,7.41884778213854,7.63602124980267
"K03798",9.18872098917342,8.71501710100616,6.55113899334137,5.17278358099599,5.62919348577916,4.55971554908469,7.38714322064741,7.48761493595214
"K14808",2.71827869300912,2.71827869300912,6.67364268734626,5.77927896244887,6.35711200730735,5.7335902830296,6.46653332052968,6.29507318323131
"K02932",4.94424187530513,5.34224662459823,9.46767493191061,8.02895544015649,8.4840467597709,8.23207704668706,8.1985934546888,8.93250534798489
"K11788",3.98060147914019,4.43273137785463,8.17657632977057,7.42419776514498,7.97416689406439,7.78488772358597,7.02443332314359,7.67813014458187
"K03243",4.967989342335,5.83314359701558,7.9538517158322,8.02895544015649,8.47721382623285,7.58426154887272,9.78973115751061,9.35832078818244
"K03254",6.02682130493309,7.88854686019434,10.2790269937007,10.603803813305,10.6419098738798,9.68613119092724,10.4387836369742,9.85656369178966
"K18561",6.95507460729958,6.65820729216099,4.11043691322429,2.71827869300912,2.71827869300912,3.43001872679015,4.63134561515831,4.78007859165642
"K01662",8.17357125587804,7.55125568107066,6.57649400934433,5.28532840130655,5.41235686582768,5.88286878827451,9.00687366683307,9.35573099537453
"K02898",4.26320779470436,4.56501783167434,8.3549287243027,7.4122174876967,7.70832892216006,7.644491852408,7.8814698312489,7.91132987015479
"K02965",6.06979739846689,10.5009688841202,9.35553124221025,9.28295013497609,9.88674848556346,7.98908502812957,7.67654893947381,6.54419359875704
"K00053",4.41848872168608,4.20171422164154,7.51845410233455,5.43844528215566,6.26427573498178,6.17430568293992,8.10823320163591,8.39288046103132
"K06184",3.80368117001131,4.01611222604498,6.52532581302209,6.43312007440288,6.62904075347903,6.49694028022829,7.87234528160324,8.17800383150004
"K10847",4.73690050741612,5.34224662459823,8.64468822863307,8.58200021387925,8.47034835400227,8.52885017486728,8.30411684425669,7.93235275504043
"K06118",6.02682130493309,5.73223016180095,5.55418092105477,4.15567892709546,4.27677957492111,4.61277633118604,8.00766523465076,8.27168655752398
"K14856",2.71827869300912,2.71827869300912,5.9565791457952,4.84148040470955,6.29589898060247,5.99931109616656,6.44195318762718,6.26202487711673
"K14569",4.45431367401355,5.19601825587557,8.46038426043168,8.28009897283374,8.33327876983012,7.61469170275864,8.13898711492528,8.046013645624
"K14554",3.2704927687288,2.71827869300912,6.57649400934433,6.52534327289445,6.701459246029,5.7778864386426,6.16955311999507,6.01953658134286
"K14792",3.2704927687288,3.65091956100718,6.35979817669856,5.77927896244887,6.44426515844201,6.26979374454263,6.9306602095078,7.75882414686226
"K11373",3.39258178995175,3.48408359358466,6.82923689953029,7.02840185640682,6.95926831658874,6.68136098330155,6.68109073061861,6.57136349613469
"K14811",3.39258178995175,3.26292427686269,6.57649400934433,5.48591489642736,6.05814389357564,5.96155526208269,7.15074662477757,7.27896109930179
"K00645",7.48644461870829,7.2059526030756,4.39437897551672,3.6492062402105,4.12466798416602,3.71512116794061,5.81287267331652,6.15800157215309
"K01952",4.13109959534137,4.11290802815795,7.83333484615214,7.16328470712878,7.68478098605791,7.62070129031611,6.54937571903108,7.31679683654083
"isip_3",3.58371119483364,4.20171422164154,6.35979817669856,4.01379929287045,4.64134179111593,4.1801201593817,7.33491572702,7.32742665114375
"K06443",7.23818899909772,6.94140618578715,4.26125715635484,4.01379929287045,3.44203611551416,4.10252563801767,6.27093327257723,6.63282056009573
"K11135",4.38155450897215,5.50548019780422,8.50049735310395,8.28009897283374,8.14776582409626,7.58426154887272,8.42444751600909,7.91132987015479
"K01687",3.80368117001131,4.74022845326971,7.83333484615214,7.10489485517529,7.90454133220764,7.20661840679821,7.39354028801909,7.51576121971595
"K02492",6.48836328695598,6.26939701392539,4.7232072855528,4.68123855852436,3.9475271791568,4.7125928257059,7.72298184601463,8.00029273041354
"K00040",6.79256955789341,6.54491557658547,2.71827869300912,3.38215086031603,3.9475271791568,3.71512116794061,5.4127319139279,5.53486648045218
"K00045",6.79256955789341,6.54491557658547,2.71827869300912,3.38215086031603,3.9475271791568,3.71512116794061,5.4127319139279,5.53486648045218
"K14806",3.2704927687288,3.26292427686269,6.57649400934433,6.77091185197529,6.701459246029,5.99931109616656,6.67056615607569,6.30592082234411
"K13348",12.0924404971103,11.4564357685304,8.28774190596103,8.49390828831926,8.42845443850696,8.91823591925068,10.4341438364218,10.8042263091606
"K00382",10.3290187354397,10.1387485355056,7.16564847709343,7.05948978857477,6.85742075344055,6.61042171059782,8.84848598474085,8.98540297577701
"K16911",4.87030991282583,4.68448833239034,7.60693056464099,6.40910164370455,6.72480657184755,6.68136098330155,8.5122057282718,8.79778843354544
"K02870",4.3040145905366,4.56501783167434,8.15997174887805,7.56068075446948,7.22751603523119,7.69092503299601,7.0651127602175,7.89714221027595
"K14835",2.71827869300912,3.26292427686269,5.99492775952128,5.38928149449575,6.02067259924439,5.46107276296681,6.8583926884988,6.51649686504338
"K14570",3.10993723233681,2.71827869300912,6.03226253425263,5.53180770986305,6.32683451963862,5.61628918567909,6.3257754196282,6.51649686504338
"K07112",6.38200524452495,6.55957796981806,10.0414760721774,5.23022281180215,6.09464830949764,5.79952027565945,5.55928807946715,6.6413883995744
"K09506",2.71827869300912,3.26292427686269,6.57649400934433,5.95659543174134,6.1649507672536,5.56645616145166,6.51445872293022,6.0457405305947
"K02900",4.08327741262141,3.65091956100718,7.39606833631634,6.65339116820288,6.97879789807421,6.93445563488987,6.95684848378584,7.37431171044913
"K14573",4.55583560242773,4.56501783167434,7.66695570676439,7.26008307413913,7.74294411853542,7.36546156457176,8.21311765994208,8.04279554530194
"K14553",3.10993723233681,3.65091956100718,6.64996719635733,6.67366039380982,7.01707730438741,5.98055939880079,6.50262737994067,6.30592082234411
"K02984",5.33604362536422,5.40988093902417,9.07036382229379,7.98113814451462,8.04058220465246,8.48673078693253,8.38651094592269,8.9497820015386
"K07114",9.58135347845955,9.6037832708702,8.65657091771918,9.76913111130973,9.9497881021153,9.56059654146907,6.39148418341398,6.42008920487674
"K19073",5.53567270986383,4.74022845326971,3.72101777063876,2.71827869300912,3.44203611551416,2.71827869300912,6.01086528054777,6.51649686504338
"K01792",8.2996342538456,7.81133827325324,5.60505729772566,4.68123855852436,5.08191133869069,5.04880502283018,7.46816498370673,7.65722965119584
"K14794",3.39258178995175,3.48408359358466,6.35979817669856,5.23022281180215,6.23193304744492,5.34696728480051,6.83974191630969,7.42961462307114
"K03377",7.06985355459447,7.17780033954542,7.55704046321637,7.58222047867414,7.33739547782981,7.76332409393104,4.48330038449561,4.03627731085445
"K03040",7.65329371860082,10.622335600167,10.8900607930094,10.7138859435194,11.4214524201967,9.51136184670829,9.10745050371534,7.59704047287968
"K02912",3.39258178995175,3.48408359358466,7.09740804833728,5.92287443547905,5.94260984971272,6.28510275242709,6.80169601624812,6.86986835914598
"K14550",4.26320779470436,4.43273137785463,7.13193348302909,6.47997651799503,7.32220329673357,7.14116821095712,7.8631625625304,8.13029204087031
"K02955",4.38155450897215,4.68448833239034,8.46714776131176,7.16328470712878,7.27563915192774,7.63858097054141,7.37426308775053,7.62744962173067
"K15371",9.94070023070002,9.5536441226306,6.93086295498532,6.65339116820288,6.85742075344055,7.2225255044337,6.06036678345182,6.34850298012947
"K02922",3.86633314943534,4.11290802815795,7.74699640715756,7.05948978857477,6.93946920920064,6.90515739029089,6.87680390572838,6.9818955716692
"K02951",5.58137750584485,6.09859955393016,9.02525558825069,9.15238671062855,8.76216646400005,9.48363125305692,7.44986858530703,8.04279554530194
"K02973",4.48910341865475,4.89425725442935,8.06506048155745,7.79083152431852,7.53478114610213,7.80085116344408,7.53332884571995,8.05562504663438
"K02917",3.66358926753772,3.78928668096208,7.55704046321637,6.30876216516798,6.02067259924439,6.74894872740588,6.83974191630969,6.79512859849355
"K02915",4.08327741262141,4.01611222604498,7.42417910544073,7.43607908824598,6.95926831658874,7.35828257716112,6.29861859311252,6.95469831006845
"K03453",8.01649561461433,7.95079272542624,4.26125715635484,5.23022281180215,5.00486158705182,5.40520362042023,7.00783316739522,7.14712750133882
"K00655",7.03260453466507,6.80064332382554,4.7232072855528,4.98408240335332,4.41098717140293,4.1801201593817,7.4375404200535,7.56148181056677
"K19306",3.10993723233681,2.71827869300912,6.33024015370252,5.38928149449575,6.13023535400191,5.46107276296681,6.21389067554219,6.09673575748187
"K02930",4.26320779470436,3.90927887057034,7.74699640715756,6.47997651799503,6.77038914196732,6.73790338617951,7.28760680965581,7.40474020983476
"K02958",4.3040145905366,4.20171422164154,7.69028209224484,6.82624267311142,6.95926831658874,7.54054864418713,7.04897904805805,7.5479175022464
"K02941",6.43208089954922,6.55957796981806,9.91613106519372,9.55189041627438,9.65518687188179,9.79896565383292,8.33764170987176,9.00040383549979
"K15342",3.2704927687288,3.78928668096208,4.26125715635484,7.69525071730791,4.64134179111593,3.71512116794061,4.37353778282438,3.32396004887419
"K20792",4.34342782024184,4.9876833903964,7.69028209224484,7.44786308292867,7.5737718610721,7.09004611014696,8.18022991624123,7.78603161331105
"K02940",5.29975707608156,5.59489705049749,8.84489561291191,8.17777433403842,7.99345713913323,8.72554585870816,8.08077437607365,8.67226073529205
"K07493",3.73643374659545,5.6789078970455,5.87660364295086,7.68533419685359,4.92305724446273,3.22407973613999,4.18676524857046,4.84403314998276
"K14556",3.10993723233681,3.26292427686269,6.0686367059627,4.91471890617687,5.67849613636443,5.9422916438115,6.40426992647019,6.83298565428718
"K00114",3.10993723233681,4.89425725442935,7.79081254056865,5.38928149449575,6.26427573498178,4.1801201593817,4.76371076313647,5.65989759747882
"K14555",3.2704927687288,3.65091956100718,6.20545522050188,6.28253195543885,6.26427573498178,6.40198484814076,6.64928184668747,6.810391655479
"K13789",6.76684729656129,6.11862480038933,6.52532581302209,5.43844528215566,6.02067259924439,5.92276119655623,8.86236999392752,9.17068017898821
"K02873",4.52292420744762,4.84492175494925,8.24114528867458,7.27339416852177,7.25977646269125,7.51496046839302,7.56200058806303,7.82027394082581
"K02995",5.26247897430372,4.84492175494925,8.50049735310395,7.78155392476098,7.68478098605791,8.1596745482183,7.46816498370673,8.21277888943543
"K02985",3.80368117001131,3.65091956100718,7.1822138258702,6.35981533415968,6.65358984964254,6.03608391610902,6.35242380985328,7.08580610202162
"K00656",6.96075354697634,6.55957796981806,3.93487807779479,3.6492062402105,3.9475271791568,3.43001872679015,3.87432977730989,3.97268963058921
"K02989",4.73690050741612,4.56501783167434,8.29536363486096,7.27339416852177,7.16073771111384,7.42163878123102,7.31483078434262,7.77443415540128
"K14833",2.71827869300912,3.65091956100718,6.472255833253,5.77927896244887,6.05814389357564,5.99931109616656,6.07648965645006,6.15800157215309
"K02947",5.05893624697712,5.99398897026091,8.98341555751943,8.24679143943729,8.2150342618176,8.39861039552586,7.95245732988289,8.44011009872697
"K02949",4.791930568635,4.62617861753033,8.27237646823545,7.31260352118888,7.21111013781355,7.69662528273038,7.24577906197651,7.69463479250884
"isip_2a",8.18813524436848,8.03678583713166,11.4879914913769,8.38791185916794,8.97110914478594,8.53839774675832,10.9217493069207,10.4874258788393
"K02014",5.90141471185095,8.92117905235859,10.3244155641432,8.58733126982294,8.61431568106409,6.63446121819014,8.25933527672929,8.39035130600252
"K02872",3.92512169743489,3.90927887057034,7.14888988993685,5.88832665397286,6.26427573498178,6.26979374454263,7.1806624245756,7.21168878672258
"K02987",4.48910341865475,4.28396279612654,7.65514923724188,6.71335727622465,6.87837720425205,7.35106757143033,7.02443332314359,7.73109271682351
"K17583",3.10993723233681,3.26292427686269,6.17246812872443,5.28532840130655,5.90189631058289,5.12098781799082,6.4295024291194,6.58030651789512
"K00231",5.84050036958754,5.23407588723382,4.11043691322429,3.84913674762801,3.44203611551416,3.58571983713356,6.47866638502748,6.87713237424941
"K14558",3.10993723233681,3.48408359358466,6.0686367059627,5.57622891738065,5.67849613636443,6.35927038182121,6.2848432950049,6.73239604550055
"K03841",9.72969861040843,9.20955712841677,6.41713556318308,6.38467157536536,6.74777922981658,6.40198484814076,7.99511142283223,8.38019007868666
"K14810",3.2704927687288,3.26292427686269,5.70154973307548,5.43844528215566,6.02067259924439,5.68784580086793,6.4906971620909,6.84043851321733
"K10688",4.34342782024184,5.19601825587557,4.26125715635484,4.59283563988813,4.92305724446273,4.25262517591023,7.47421243878974,7.39971328834015
"K14859",5.58137750584485,7.23356390611343,9.32607798793943,8.91017703609707,9.67919636841018,8.69457058964378,9.10745050371534,8.87035317507308
"K21893",8.20255353091352,7.86522811668136,5.26719254439961,4.98408240335332,5.08191133869069,5.4334214635612,7.23156154324889,7.26796543158153
"K20221",4.08327741262141,3.65091956100718,6.76461210550693,6.38467157536536,6.62904075347903,6.71555373179921,6.83974191630969,7.12291220667096
"K02998",3.80368117001131,4.01611222604498,7.1822138258702,6.20080628935062,5.85997048091752,6.23867212779122,6.92182344481658,7.20016409327441
"K00088",4.0332049915776,4.62617861753033,7.63124178540818,6.35981533415968,7.17772550056898,6.87524805059543,7.14316931125764,7.33271223364266
"K02942",6.79892859639516,7.3133511577384,10.0437394610215,10.1805181183413,10.0839833191253,9.89620613113869,8.42756429142367,8.80159987721135
"K14559",2.71827869300912,3.65091956100718,6.0686367059627,5.92287443547905,5.57808098237675,5.7559134804449,6.12378515108155,6.37962419585859
"K00933",4.89542052293006,4.11290802815795,6.44496194763102,6.80803546971809,7.03584082430556,6.9913158143155,4.48330038449561,4.09620710999739
"K02894",3.92512169743489,4.36070293789562,7.43803112956479,6.63283059044471,6.52639802766385,6.79229740868408,6.92182344481658,7.25688500417552
"K03168",4.3040145905366,5.19601825587557,7.29311398990852,7.65516810996149,7.87363986207507,7.62668589299814,7.50997291510913,7.28987329880588
"K03027",8.28615952766674,10.6583660247912,9.52388465780685,9.79008360094893,10.8531878824156,8.40905736910064,8.18760343298488,7.06052507459204
"K14765",2.71827869300912,2.71827869300912,5.3892668160583,4.59283563988813,4.92305724446273,4.89148930010002,5.94204377516494,6.21673023325629
"K00765",3.86633314943534,3.26292427686269,2.71827869300912,2.71827869300912,4.5315696938922,3.71512116794061,5.64903487385254,6.31668638672689
"K07515",9.32340487076072,9.04041368854672,6.71984990271328,5.66102614912064,6.32683451963862,6.28510275242709,7.49220377117407,7.4685401317853
"K05761",5.88944100000734,6.32205232703914,7.46534134309289,8.3318401505868,8.78447675444451,7.98443398554229,6.09243095399967,5.12400444432601
"K18534",7.83709837801344,7.66369429366896,4.39437897551672,4.76386082981924,5.22387685978058,4.93261224610546,6.27093327257723,6.37962419585859
"K01834",10.0569599108989,9.8372558609073,7.04401174302868,6.9966256769451,7.17772550056898,7.02800822223248,8.81079487100398,8.87035317507308
"K15335",3.73643374659545,4.28396279612654,7.07982899682411,6.69364647535077,6.65358984964254,6.64633110636478,6.83032472011318,6.9615461121026
"K11143",4.13109959534137,4.11290802815795,7.16564847709343,6.69364647535077,7.36730663524167,6.47044891017446,6.56082757947893,7.03479088481085
"K19269",6.57255386478845,6.53010111630591,4.26125715635484,3.84913674762801,4.27677957492111,4.32077430308287,6.33916196100654,6.94781766437865
"K14823",3.10993723233681,3.65091956100718,6.55113899334137,6.14358667854749,5.46983514142854,5.61628918567909,6.4906971620909,6.18178543691232
"K09885",7.07509681947623,8.16164946567738,8.33287924553468,8.76719546592659,8.76777647964689,7.97976787975482,5.7127439422008,5.47762836732309
"K16554",4.22088477311359,6.23317808538206,8.02893628382313,6.17248490637996,6.23193304744492,4.84903075031546,4.37353778282438,4.60461291266766
"K02291",4.92005819174866,4.56501783167434,2.71827869300912,3.6492062402105,3.9475271791568,4.01887512658513,6.47866638502748,6.36932582157343
"K19007",6.10119406902228,5.70582332546798,2.71827869300912,2.71827869300912,3.73163289373749,3.58571983713356,4.957926792256,4.99140925824675
"K02217",6.63792833714918,6.26939701392539,3.72101777063876,3.38215086031603,4.12466798416602,3.92784878957003,5.7127439422008,5.97929641648741
"K03972",4.0332049915776,4.36070293789562,7.07982899682411,3.6492062402105,2.71827869300912,3.22407973613999,4.18676524857046,4.52692005057997
"K01180",8.40935223089214,8.34555656313995,5.3892668160583,5.57622891738065,5.81675601694817,6.05411774382788,7.49815123419164,8.01021294308981
"K14831",3.10993723233681,4.01611222604498,6.49903743143291,5.38928149449575,6.62904075347903,5.86249043474693,6.47866638502748,6.27312653558032
"K02918",3.92512169743489,3.48408359358466,7.16564847709343,5.95659543174134,5.90189631058289,6.12403944639299,6.45429619495706,6.58919392433183
"K21682",8.35446130196534,7.81133827325324,4.90278116357978,5.43844528215566,5.35237122914404,4.93261224610546,6.27093327257723,5.93787540306441
"K08789",3.58371119483364,3.48408359358466,4.81610947763809,5.48591489642736,5.85997048091752,5.54085260602004,2.71827869300912,2.71827869300912
"K00648",7.0272034589982,6.711656256839,4.90278116357978,3.38215086031603,3.9475271791568,4.10252563801767,5.30557215168089,5.47762836732309
"K04567",3.73643374659545,3.90927887057034,6.10409935407052,5.7015653563257,6.29589898060247,5.88286878827451,7.05706856743839,7.2288043605815
"K02966",4.41848872168608,4.74022845326971,7.91478910834242,7.05948978857477,6.81456563203894,7.33652804172295,7.19538992937427,7.40974962379544
"K06215",4.08327741262141,3.90927887057034,6.64996719635733,6.43312007440288,6.60406284364462,6.58597105995765,6.77248355350672,7.34322546567818
"K00814",8.00557190982239,7.65691840569553,4.98406919284981,5.33829195577099,4.83581398021254,5.4334214635612,6.95684848378584,7.30070329216816
"K11294",3.92512169743489,4.79363794333221,7.14888988993685,7.02840185640682,7.14354663538501,6.77078706131017,7.23868788308321,7.18854621964769
"K00284",5.56630921396385,5.19601825587557,7.77998285543675,6.30876216516798,6.701459246029,6.92475590235566,8.52390169677555,8.68881969935216
"K17725",4.84470610419414,4.94179915937937,7.85413429792174,4.39438951853489,4.12466798416602,3.92784878957003,3.87432977730989,4.56637688727451
"K02991",3.39258178995175,4.36070293789562,7.0620320603177,5.95659543174134,6.09464830949764,6.19067292277096,6.56082757947893,6.95469831006845
