"","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K12869",4.90728189893886,4.82985473806213,5.98256213390017,4.78943763297809,5.6573871639517,5.18975722361582,5.66887470956941,6.00555961606778
"K08511",8.7548210120135,8.34472764731094,7.95200023822952,8.45214311166208,9.31199939984081,8.04262884483379,9.06559629303416,9.1136935806548
"K03097",5.49036979081553,5.56702041987072,6.79897699030665,6.49311123648246,6.70510249818367,6.53584017427779,6.50358820760288,6.00555961606778
"K19787",5.13915336653364,4.46274553755057,3.88554994299838,4.57810418974005,5.33308513454881,5.44252498487042,4.86348420908097,4.85463775195546
"K10579",5.79474000272787,6.64744799389997,7.44821607078483,7.01211631878673,7.05638770609107,7.05646214873986,6.57312621143797,6.40979989516047
"K21456",6.24581379707909,6.45687377455547,6.04616794196811,5.61402979579242,5.70462511278713,5.18975722361582,5.71138061409128,4.94672380271238
"K08675",7.64469849897446,7.55932085751835,6.66507288403701,6.71919035320609,6.52326195929479,6.68487138175495,6.25773537094801,6.4591354919558
"K10765",4.85526334207885,5.02392031805905,4.5569893335116,4.68854469528905,5.20472188118357,5.38370900035812,5.69029259418503,6.04515087426945
"K11254",6.01088742946019,6.35946077525693,6.64487309982998,6.76490074479413,6.10495388362983,6.53584017427779,5.43379597793471,5.47325086442577
"K18660",7.68301129403597,7.87700095979349,7.33979798213867,7.84830575598903,7.2861027788981,6.79815448985497,7.2944810031172,6.41980549640681
"K16054",7.28113356375556,7.43827753079044,7.0495309610883,7.13876993448152,6.70510249818367,6.39845623647722,6.39243664005546,5.99210890808574
"K04725",3.7524059391993,3.74160879952795,4.73828182606615,5.19781614167454,4.05105746260566,4.68200447576778,4.31079846529046,4.43838738057252
"K16061",3.7524059391993,3.74160879952795,4.73828182606615,5.19781614167454,4.05105746260566,4.68200447576778,4.31079846529046,4.43838738057252
