"","add_backA","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K00939",9.94616491244976,10.0585143411345,10.2210313043026,10.2212032322159,10.1364140943263,10.2956632515212,9.44360770270792,9.59345289073656,10.0616001848279
"K01077",6.46060931936202,6.25031813946873,6.11887291587944,6.14443533056119,5.96260913731224,5.95171827246853,6.66851729832277,6.76187368276986,6.43301475514566
"K08853",8.27262649565665,8.46543941539337,7.52259816760296,7.80246094424811,7.88908931247734,7.74073799869022,8.15358368167233,8.14767248280467,7.93505348547668
"K21919",11.2097827469366,11.0443059768034,10.7615198573051,10.8672417046946,11.0248463365358,10.9787866224892,11.607526367177,11.4358795785324,11.4733882780034
"K10403",6.46060931936202,6.54133032850154,5.84969361959438,6.02567857744066,6.27444150461754,6.10604642400428,6.78240312497668,6.51011834021196,6.20539925521324
"K15376",9.42111505522013,9.3538683016439,9.01513385617322,9.4225463634558,9.46517668446177,9.3823758630291,8.82857437866473,8.79257378845428,8.83894293940313
"K16904",7.03690231917609,7.42859217356472,6.90558864278346,6.85677868241425,6.29406206886018,6.85072116499096,6.98524925108709,6.91522191385728,7.00813699190161
"K07512",8.99679850363431,8.93713761220057,8.79210305849218,8.79258257564249,8.92855211528315,8.78640063090336,8.10555860507209,8.40189447246072,8.5525641060851
"K11824",8.95855990859364,9.01958654568561,8.49435811297669,8.47000374287926,8.86138129890779,8.53174094596747,9.22017807568431,9.18303972281018,9.00722443091212
"K01736",8.23859099275151,8.12606046459414,7.73624460924626,7.69383984446906,7.5732966854694,7.40454039652763,7.53534572507763,7.74087328753775,7.41327546182022
"K14675",6.02883096338278,6.45839415827505,6.84458142895629,6.78867014727545,6.89541920065478,6.84240061165041,6.61663350570452,6.84068227727283,6.9481191051668
"K18738",9.21208377594358,9.28600023907759,9.18430385472578,8.98703818732826,8.79419864679285,8.82821920297952,8.77597744861653,8.50406208875021,8.4987509281025
"K10777",7.65043639245848,7.46002133836435,7.65109463858914,7.77102475676272,7.87672118469392,7.87507729966951,8.3568842424665,8.18757232586349,8.14271567789809
"K11834",5.51841003672921,5.65124308232617,5.1831251469365,5.54763705445637,5.96260913731224,5.93517417464883,5.42747993645332,5.69913463836962,5.12235476089677
"K08051",10.242443395745,10.5088430283696,9.50433555606083,10.0513109976333,9.94198112553235,9.6916675924885,10.0621716734668,9.9834178607196,10.1272249525867
"K14821",6.31253056314035,6.22501515808004,7.12586059278237,6.75330532041659,6.77840835612353,6.44841512276972,6.40720713825108,6.61950242548933,6.86382161504389
"K18408",9.05649977546589,8.85359129838999,9.163067459947,9.04879824319646,8.80073390754282,9.04760482861367,8.37723046948324,8.53527777440658,8.46406395181715
"K18655",9.13243506521703,8.98788402600622,8.5975946595593,9.03090696766248,8.90751779296603,9.16642300322526,8.51669795983113,8.53913245775643,8.41404949892986
"K05907",9.83700210833242,9.6158200857335,9.93297808846617,9.72052497875453,9.56443140860482,9.88515097597143,9.08472696418466,9.21948018448406,9.70041250770049
"K20355",9.83700210833242,9.6158200857335,9.93297808846617,9.72052497875453,9.56443140860482,9.88515097597143,9.08472696418466,9.21948018448406,9.70041250770049
"K00065",7.34488780080039,7.49076722398246,7.83983142414698,7.65988036445892,7.78037419530609,7.53758435714174,7.03813634792298,7.14846487649094,7.81868213646186
"K11147",7.34488780080039,7.49076722398246,7.83983142414698,7.65988036445892,7.78037419530609,7.53758435714174,7.03813634792298,7.14846487649094,7.81868213646186
"K13606",7.34488780080039,7.49076722398246,7.83983142414698,7.65988036445892,7.78037419530609,7.53758435714174,7.03813634792298,7.14846487649094,7.81868213646186
"K19996",5.26182663987919,5.37299456110319,4.88371566300819,5.19808050289835,5.46726922395391,5.27955518817207,5.16110466733309,5.49542052731084,4.58266331654662
"K03963",7.63550079688622,7.69791000062752,7.58830054663718,7.8304496754429,7.66267031992575,7.61179787978616,6.95803086646824,7.09636876108288,7.39853224233172
"K20284",7.81178828214549,8.03909430553645,7.89264009789467,7.71803801346545,7.71232131724219,7.75388437647802,7.23166102461644,7.30323926201883,7.29077501702972
"K01280",10.3382472982074,10.0669602608881,10.1270897625984,10.1747477096076,10.1708308427803,10.1385526166285,10.584797188312,10.5542260728963,10.9368950803334
"K13436",5.15862565161623,5.06129174442032,4.96997424857993,5.26222460900319,5.3863038158006,5.21700634682781,5.97022773826114,5.45742290105385,5.37066553745892
"K19784",5.15862565161623,5.06129174442032,4.96997424857993,5.26222460900319,5.3863038158006,5.21700634682781,5.97022773826114,5.45742290105385,5.37066553745892
"K07953",9.71713165839594,9.93106589333215,9.72938342850735,9.84511676725425,9.65908593828886,9.63747990676118,9.11225004698948,9.19772674065405,9.31770981082253
"K08511",8.23859099275151,8.64797968542871,7.72795536099753,8.03894772997955,7.87672118469392,7.67312002895969,8.12375735649371,7.99855189181186,8.0236807860602
"K13239",9.27564856788884,9.63412813869268,8.56554438605014,9.07347824307387,8.91355904109202,8.96756602066812,9.22578782774138,9.16571337721893,9.05921246686304
"K13705",5.35481877819957,5.76787926203481,4.96997424857993,5.49977875141617,5.77132579847609,5.81258097437534,5.71276856587688,5.84485092634836,5.78778730514123
"K01373",6.2317140453621,6.25031813946873,6.64337882028969,6.90038237633764,6.73707890487635,7.06543551348553,6.29988729152809,6.55808923713503,6.60114141472037
"K09667",7.18907547666735,7.29537251897999,6.97824625248496,7.12297134657638,6.84463818103019,7.1548736421161,7.7543790678576,7.59958800281283,7.42786637603348
"K01624",9.12448807701351,8.87686199754703,9.09741183027329,8.71697654898452,8.72715867684442,8.69892829882915,8.29939655317709,8.56960308772163,8.33943383267831
"K09530",7.14726133927223,7.31846862786922,6.89058781159263,7.17237397447908,7.5732966854694,7.26382185353439,7.7699090758521,7.74087328753775,7.29077501702972
"K10772",4.9045687245279,4.67528254057127,5.0473390372453,5.28266408483737,5.14877157765024,5.24880338080455,5.59943025647818,5.49542052731084,5.37066553745892
"K19027",5.84454674183577,6.06172271301535,5.78083589196666,5.59347534671355,5.3863038158006,5.42023574139853,6.27732750207293,5.92441498820773,5.83656815827299
"K07179",8.0662520286146,8.00418531109481,8.90245178333283,8.1693376818173,8.4766369399755,8.29250485131046,8.00438375047151,8.10141447049691,8.14271567789809
"K11228",6.2317140453621,5.6914522523291,6.49050749157883,6.05643384477276,6.29406206886018,6.16284346186965,5.63848818144276,5.87195903838904,6.27457552655711
"K20403",6.33197609927743,6.09043677670144,6.06388951739706,5.78569149508834,5.9370654683939,6.10604642400428,6.63414961297887,6.46036535628113,6.54740633541965
"K08873",8.22375320238746,8.20190144494757,8.57477480009064,7.81932004839424,8.66760892333371,8.16424369394888,8.36199791671145,8.40189447246072,7.85137279919458
"K10878",8.40560846174105,8.51577012039916,8.83111798329079,8.6760932632885,8.83933389887728,8.55435811788122,8.23950721029413,8.01529340961408,8.84434242618449
"K15181",5.39821841893412,4.79512080659681,4.96997424857993,4.99980537917116,5.14877157765024,4.95426827905741,5.37970407614454,4.81268266273366,5.6278472254877
"K09654",6.00413591966734,5.65124308232617,5.70769121548306,6.3532910882019,6.15003211902776,6.33182414816128,6.15823276716584,6.27958636031361,6.49143377905753
"K10130",8.34294748600749,8.49082528765794,8.27391833205236,8.250102185715,8.37508805365871,8.23760326390208,8.9922826078453,8.82132918582632,8.81713999810922
"K12820",9.62066809055605,9.5401695628422,9.68752236275104,9.37891398599682,9.54706268753281,9.40464151260798,8.85778818657868,8.98556953245235,9.56974076756292
"K18342",5.92694816703646,6.29949133887718,6.71379041886307,5.82303910653576,5.98763345888716,6.00005671384662,5.78254589438551,6.13626070564404,5.92854868748811
"K04409",6.5288860317713,6.72876598607698,6.56911046932471,6.49064190000708,5.98763345888716,6.3797022449849,6.88754883531602,6.96277146950229,6.6272277214496
"K15043",10.2952729864811,10.3490612580815,10.1145100110686,9.89472539921339,9.95812918314197,9.88515097597143,9.60508031609435,9.47389957111895,9.85001514616146
"K07203",8.78112775757064,8.7354823476298,8.55625427765646,8.6837524898241,9.30905096291051,8.89466780606062,9.28071541501613,9.24562910996324,9.14481187535063
"K02575",12.4699953227588,12.520113472981,12.2133104570786,11.7415316282341,11.8660428787895,11.7309163444147,11.9362984370572,12.0552822442954,12.0965896939759
"K03661",8.9938928735666,8.83786570148004,8.78814271949289,9.3985727767764,9.37617091796737,9.33098316396747,8.62693294879745,8.80542499291508,8.90760330017811
"K03122",6.18933366110485,6.27513692278353,6.29458570652132,5.91727941801963,5.5055116084466,6.25655778005726,6.52547317834136,6.09218093961559,6.05473329265943
"K19765",6.64061058344451,6.84614805852498,6.56911046932471,7.2200932037661,7.04866102349599,7.086589369164,6.48720418556787,6.39099693336517,6.7506346747278
"K11968",8.97338753736402,8.99144120901742,9.06178747781282,9.53677289414224,9.51565842825359,9.48258713157913,9.70682550266634,9.67440697319804,9.41519335196271
"K20029",5.72499450556115,5.37299456110319,6.00638977077767,6.12540072316585,6.29406206886018,6.09144118713685,5.63848818144276,6.09218093961559,5.92854868748811
"K19920",6.07680408095722,6.22501515808004,6.78074513683511,5.99414578318264,6.01216178263587,5.69637250098322,6.13302942873499,6.17886555524584,6.05473329265943
"K07511",7.67984472401284,7.8553369698675,7.82437696604376,8.43773206156723,7.92556329094647,8.16751260075529,7.44119299269658,7.7205548844099,7.80761650565529
"K14834",6.78577700404719,6.78030750715982,7.11306849656397,6.72921068164535,6.73707890487635,6.49232670154399,7.150267334033,7.4426645178852,7.00813699190161
"K10841",5.87264324317043,5.90729741318774,5.88268873040026,5.76011903901193,5.77132579847609,6.17665637427192,6.63414961297887,6.27958636031361,5.92854868748811
"K02548",6.00413591966734,5.56622977374928,5.78083589196666,5.97266950887721,5.71048862408092,5.88415167093801,5.27668584746325,5.28953936535655,5.37066553745892
"K11811",6.57790515230861,6.39261965568873,6.84458142895629,6.66704419959452,6.55794387773687,6.72028724086492,5.91084528590182,6.24023398527104,6.30782987201892
