"","add_backA","add_backB","pFe21_9A","pFe21_9B","pFe21_9C"
"K10812",6.91023660575094,6.63106693287723,6.00648831770799,6.35483509406206,6.88990791222306
"K11322",6.23750564229648,5.92608386252419,5.62689013486972,5.22920019898273,5.5639867583281
"K10728",10.1351028641887,9.64391546867192,10.1310289281156,9.69638046881366,10.5797003015578
"K09213",9.31342224624751,9.3310582316254,9.15209765380001,9.13309985693473,8.40273517134207
"K17298",9.31342224624751,9.3310582316254,9.15209765380001,9.13309985693473,8.40273517134207
"K22493",9.31342224624751,9.3310582316254,9.15209765380001,9.13309985693473,8.40273517134207
"K02220",7.07788553748935,7.3163045566138,7.00557077673587,7.04752086573251,6.30183083334536
"K02890",4.95359282904083,5.19635896354035,5.02227611752237,5.06915185096681,5.89078944764357
"K01191",7.29101306775575,7.50178531121178,7.41894726772248,7.21622828046677,6.53994284437069
"K01873",7.61100147808733,7.81315759159099,8.32295122294005,8.33611046088444,8.49631289357818
"K01663",6.43293848261487,6.45485115524137,5.8159102807857,5.94211316062543,6.72582795611069
"K22073",5.73344415386834,5.19635896354035,5.36296868083951,5.49496470547456,6.17823710477302
"K08292",5.09355012730526,5.42313308075694,4.39839081080696,4.88091360239582,4.76072937099034
"K11675",9.26104497743569,8.83008385268355,8.49357847062401,8.47125703815106,9.2266787368023
"K20361",9.26104497743569,8.83008385268355,8.49357847062401,8.47125703815106,9.2266787368023
"K10395",9.78637781251704,9.6121955137456,9.34985969389085,9.45534350978554,8.78289435050878
"K13345",5.02588888990416,5.01527542107586,4.76384816909741,4.97931512757711,4.12888631590356
"K16726",9.51630382101607,9.27861075487995,10.0041415560005,10.0834072079146,10.1246284528064
"K20344",5.73344415386834,5.59404529440202,5.07781919944062,5.06915185096681,4.84316232334717
"K08517",4.79126066965824,5.27694989116179,5.52063498719863,5.71312615525529,5.68243699846091
"K07874",7.16160022704048,6.66737153535949,6.41848965642034,6.58258922951781,6.12546776017723
"K20407",6.64378267251053,6.99366062575243,6.28078023225146,6.22506703351044,6.04222431165021
"K01772",5.43124225068087,5.46814362766301,5.66039966061274,5.66202354146683,6.3709551322364
"K01317",8.49161098276098,8.04859064495259,8.72227834383905,8.45724381792827,9.08337109547229
"K14298",6.4099761943009,6.26486855244087,5.72487977503772,5.49496470547456,5.85830161374345
"K04371",7.61100147808733,8.25961811269697,7.31398972151052,7.35187625591371,7.57622862551468
"K06694",6.79214814109914,7.00074690914486,7.58382834360768,7.67716022787212,7.38206215388316
"K11721",6.80963695845629,6.45485115524137,6.36115310880863,6.32352832115028,5.75568145547098
"K07140",5.80802947019962,6.02987401388672,5.36296868083951,5.55317305555049,5.05575971112334
"K15276",7.31554059725463,8.15954610078231,7.78959179905113,8.10385780681576,7.44627698770671
"K14771",8.14186794146053,7.87955801355467,7.79667296698847,7.58968530218167,8.57467351386623
"K03768",8.38613191387609,7.75190026289768,7.85887687658757,7.97194369550888,7.33758727242345
"K20310",7.45445110456914,7.65703412515064,7.17906752456338,6.99957183539839,6.69057762475673
"K03754",5.56979313229606,5.89487121766401,5.18105281432452,5.55317305555049,4.91908813884155
"K14561",5.32921623383898,5.16817235202944,4.39839081080696,4.77154189782209,4.67012260157213
"K12616",5.21748736801146,5.87898279352696,5.92815891056828,6.19059977618819,6.07054938987917
"K18410",4.69830499975328,4.75417449615362,5.07781919944062,5.02518853376076,4.12888631590356
"K00657",5.73344415386834,5.76199950226622,6.30131984094777,6.50150812590508,5.68243699846091
"K09498",5.61273501759994,5.37637814286577,5.95478613079218,5.40210870050266,6.25372998516266
"K08967",8.01340867721222,7.50178531121178,7.22196174231102,7.02853577103626,7.27996708046264
"K05305",6.4099761943009,6.21605827352121,5.72487977503772,5.83264228641981,5.47827597911027
"K08770",12.0889463735953,11.8660654291642,12.3705895998216,12.284036664082,12.8740869011659
"K02727",8.96997030096447,8.22402919845857,8.43590630818538,7.98667121622443,8.62617387876476
"K03015",6.00921134558835,5.44584703723157,5.13064407973324,5.19128844829214,5.11800218345946
"K20181",7.42097124537258,7.42522642736749,7.40042985547656,7.82666580720131,6.77709469406173
"K08150",6.58381804400558,6.64933720648405,7.16813851059402,7.03806014584725,6.22902838597204
"K12871",5.65425898106029,5.07904409713312,5.02227611752237,4.71163430555347,4.76072937099034
"K14544",6.98891255979526,6.811951740257,7.12356115121557,6.81207759067181,7.72148197579404
"K00611",7.61100147808733,7.33876503945685,7.28397016374523,7.12993927755459,8.0854822373088
"K04564",9.31342224624751,9.03373699858617,8.68849668151074,8.32843059193436,8.99000585017537
"K15078",5.84377302300943,5.57392889400869,4.96364372347378,5.15205674084878,5.05575971112334
"K13275",6.26351517670892,6.15247186369434,6.59406801826552,6.64672539823454,5.71958233824899
"K13277",6.26351517670892,6.15247186369434,6.59406801826552,6.64672539823454,5.71958233824899
"K14347",4.87578354527503,5.07904409713312,5.84488731433877,5.40210870050266,5.11800218345946
"K01173",6.58381804400558,6.22842583200261,6.00648831770799,5.98347825262344,6.84266253973261
"K10758",6.87749538929926,6.56516708646574,5.92815891056828,6.25868264284964,6.12546776017723
"K00382",7.98323145392517,8.04519387494317,7.91849420028528,7.76530658511586,8.7325258203079
"K09500",5.87856433428235,5.55348298727866,5.72487977503772,5.55317305555049,6.45802920008609
"K03695",6.84397514768978,6.79569562716316,7.34338953078602,7.20783146553845,6.39324468979932
