File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,PAR,ETR,1/Tau,NPQ
08 pFe21.9.1,1/1/02,4211,0,49191,51834,53491,2643,4301,0.051,0.08,271.1,0.31,0.65,716,0.26,3989,0.09,105708,--------,-------,1646,10977,0,49566,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,50130.5,1,0,0,607.4,0
08 pFe21.9.2,1/1/02,4268,250,33527,33796,33841,269,314,0.008,0.009,153.1,0.61,0.09,1107,0.34,18069,0.57,350687,--------,-------,14599,206027,0,33632,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,31858.5,0.14,250,140,68.5,0.53
08 pFe21.9.3,1/1/02,4325,500,19411,19517,19527,106,116,0.005,0.006,97.1,0.53,0.1,890,0.28,15995,0.62,476871,--------,-------,12015,301424,0,19457,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18755.4,0.14,500,191.6,83.2,1.66
08 pFe21.9.4,1/1/02,4383,1000,15737,15723,15813,-14,76,-0.001,0.005,133.7,0.08,0.9,60,0.09,4589,0.01,60000,--------,-------,460,1345,0,15730,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,15258.7,-0.03,1000,-62.3,2174.7,2.3
08 pFe21.9-N.1,1/1/02,204,0,11281,11698,11640,417,360,0.036,0.031,266,0.7,0.96,57,0.02,817,0.02,817633,--------,-------,72,16215,0,11377,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11805,1,0,0,13984.3,0
08 pFe21.9-N.2,1/1/02,239,250,10986,10906,10852,-80,-134,-0.007,-0.012,521.3,0.04,0.02,2565,0.94,13326,0.04,97117,--------,-------,13081,16357,0,10981,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10623.8,-0.29,250,-182.3,76.4,0.07
08 pFe21.9-N.3,1/1/02,275,500,10655,10535,10484,-119,-171,-0.011,-0.016,494,0.05,0.02,3448,0.83,18461,0.15,115998,--------,-------,18151,33041,0,10637,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10228.2,-0.39,500,-559.2,55.1,0.11
08 pFe21.9-N.4,1/1/02,310,1000,10038,9929,9880,-109,-158,-0.011,-0.016,1557,0.7,0.27,1607,0.63,12593,0.1,172951,--------,-------,9320,25519,0,10034,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,9614.2,-0.35,1000,-1087.9,107.3,0.18
08 pFe21.9-N.5,1/1/02,345,1500,9379,9279,9234,-100,-145,-0.011,-0.016,1186.9,0.7,0.2,2011,0.72,12465,0.09,141068,--------,-------,10222,21866,0,9362,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,9009.6,-0.37,1500,-1591.1,97.8,0.26
08 pFe21.9-N.6,1/1/02,381,2000,8776,8677,8634,-99,-142,-0.011,-0.016,473.7,0.05,0.02,3429,0.81,21019,0.17,145155,--------,-------,20526,41789,0,8758,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8488,-0.52,2000,-2257.2,48.7,0.35
08 pFe19.1,1/1/02,3758,0,43199,45664,54683,2465,11484,0.054,0.21,291.7,0.51,0.74,872,0.21,2353,0.05,60000,--------,-------,1195,4075,0,43547,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45238.1,1,0,0,837,0
08 pFe19.2,1/1/02,3793,250,28435,28999,29049,564,614,0.019,0.021,175.2,0.33,0.08,1125,0.41,26031,0.51,69656,--------,-------,21849,46134,0,28529,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25592.2,0.17,250,347.7,45.8,0.57
08 pFe19.3,1/1/02,3828,500,19956,20274,20300,318,344,0.016,0.017,149.9,0.38,0.1,826,0.52,18451,0.38,73733,--------,-------,15707,38045,0,19994,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18237.1,0.16,500,561.7,63.7,1.25
08 pFe19.4,1/1/02,3863,1000,16888,17074,17074,186,186,0.011,0.011,175.8,0.45,0.1,757,0.54,17226,0.37,148197,--------,-------,14713,63553,0,16922,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,15521,0.12,1000,778.8,68,1.67
08 pFe19.5,1/1/02,3899,1500,15308,15401,15399,93,91,0.006,0.006,166.9,0.7,0.08,597,0.31,20491,0.61,489245,--------,-------,16643,305695,0,15346,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,14107.7,0.07,1500,650.8,60.1,1.96
08 pFe19.6,1/1/02,3934,2000,14199,14299,14288,100,89,0.007,0.006,111,0.35,0.09,839,0.46,15325,0.45,297950,--------,-------,13057,141283,0,14225,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13157.5,0.09,2000,1000,76.6,2.19
08 pFe21.9.1,10/5/22,64960,0,5953,10713,10831,4760,4878,0.444,0.45,313.7,0.07,0.66,577,0.19,4576,0.14,118320,--------,-------,1481,18000,0,6794,0.12,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6623.4,1,0,0,675.1,0
08 pFe21.9.2,10/5/22,65001,250,9013,9220,9252,207,238,0.022,0.026,161,0.3,0.05,560,0.78,19067,0.17,207791,--------,-------,18023,50255,0,9048,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6362.5,0.07,250,52.4,55.5,0.16
08 pFe21.9.3,10/5/22,65041,500,6239,6390,6399,151,159,0.024,0.025,180.5,0.21,0.09,622,0.76,13681,0.15,341560,--------,-------,12311,61096,0,6265,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4810.6,0.1,500,110.3,81.2,0.68
08 pFe21.9.4,10/5/22,65082,1000,5593,5678,5684,85,91,0.015,0.016,203.6,0.56,0.06,695,0.63,13216,0.31,328913,--------,-------,12138,110641,0,5613,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4441.4,0.07,1000,140.3,82.4,0.89
08 pFe21.9.5,10/5/22,65123,1500,5268,5317,5315,49,47,0.009,0.009,195.7,0.43,0.07,624,0.6,11122,0.32,497289,--------,-------,9969,167478,0,5281,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4279.8,0.05,1500,129.4,100.3,1.01
08 pFe21.9.6,10/5/22,65163,2000,5015,5040,5048,24,33,0.005,0.007,250.9,0.7,0.5,91,0.13,5549,0.37,618374,--------,-------,1212,226984,0,5029,0,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4169.2,0.03,2000,90.7,825,1.13
08 pFe21.9-N.1,10/5/22,66336,0,5220,6347,6439,1127,1219,0.178,0.189,243.1,0.21,0.71,637,0.14,4341,0.15,60000,--------,-------,1248,10025,0,5333,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5322.9,1,0,0,801.1,0
08 pFe21.9-N.2,10/5/22,66376,250,6637,6866,6916,228,278,0.033,0.04,169.7,0.12,0.18,697,0.63,10644,0.19,60000,--------,-------,8484,18256,0,6661,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5646.7,0.19,250,150.6,117.9,-0.08
08 pFe21.9-N.3,10/5/22,66416,500,6563,6763,6796,200,232,0.03,0.034,190.2,0.18,0.22,797,0.67,8441,0.11,232456,--------,-------,6562,32113,0,6592,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5557.2,0.17,500,268,152.4,-0.06
08 pFe21.9-N.4,10/5/22,66455,1000,6538,6674,6709,136,171,0.02,0.025,185.2,0.17,0.25,1192,0.62,7483,0.13,215164,--------,-------,5652,31908,0,6561,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5539.8,0.12,1000,369.3,176.9,-0.05
08 pFe21.9-N.5,10/5/22,66495,1500,6456,6526,6539,71,83,0.011,0.013,185.9,0.51,0.15,1219,0.64,8816,0.21,246935,--------,-------,7354,57785,0,6467,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5501.1,0.07,1500,294.4,136,-0.03
08 pFe21.9-N.6,10/5/22,66535,2000,6286,6319,6334,32,47,0.005,0.007,250.5,0.7,0.12,1004,0.55,8820,0.33,249451,--------,-------,7456,86807,0,6295,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5451.6,0.04,2000,186.1,134.1,0
08 pFe 19-N.1,10/3/22,49707,0,7631,11295,11461,3664,3830,0.324,0.334,297.3,0.22,0.69,571,0.19,4164,0.13,117405,--------,-------,1337,16323,0,8164,0.07,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7969.3,1,0,0,748.2,0
08 pFe 19-N.2,10/3/22,49746,250,14567,14965,15014,399,447,0.027,0.03,195.4,0.4,0.04,542,0.68,26329,0.28,84355,--------,-------,24913,41788,0,14630,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8596.9,0.06,250,80.8,40.1,0.82
08 pFe 19-N.3,10/3/22,49786,500,13041,13349,13367,308,326,0.023,0.024,191.6,0.39,0.05,608,0.71,19425,0.24,157912,--------,-------,18303,52197,0,13095,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7841.2,0.06,500,140.1,54.6,1.04
08 pFe 19-N.4,10/3/22,49826,1000,11465,11629,11645,164,180,0.014,0.015,172.9,0.42,0.04,683,0.72,20122,0.24,250461,--------,-------,18999,73972,0,11496,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7121.2,0.04,1000,171.3,52.6,1.34
08 pFe 19-N.5,10/3/22,49865,1500,10011,10100,10113,89,102,0.009,0.01,125.1,0.42,0.04,643,0.52,23955,0.44,549925,--------,-------,22110,254523,0,10045,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6555.6,0.03,1500,160.5,45.2,1.7
08 pFe 19-N.6,10/3/22,49905,2000,8886,9068,9074,181,188,0.02,0.021,13,0.3,0.05,536,0.26,17421,0.69,832567,--------,-------,14532,579424,0,8913,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6234.4,0.06,2000,485.6,68.8,2
08 pFe19.1,10/5/22,64300,0,46300,69881,71145,23581,24845,0.337,0.349,267.6,0.33,0.73,571,0.17,10401,0.09,215371,--------,-------,2438,22416,0,49220,0.06,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,49285.7,1,0,0,410.2,0
08 pFe19.2,10/5/22,64340,250,73508,81869,82557,8361,9049,0.102,0.11,202.6,0.03,0.18,566,0.76,10024,0.06,230512,--------,-------,8238,21827,0,74538,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,43336.7,0.22,250,268.2,121.4,1.06
08 pFe19.3,10/5/22,64381,500,53023,58969,59186,5946,6163,0.101,0.104,189,0.03,0.23,640,0.7,7019,0.06,512289,--------,-------,5430,36568,0,53698,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,33569.6,0.23,500,529.6,184.2,1.86
08 pFe19.4,10/5/22,64421,1000,48488,51601,51707,3113,3218,0.06,0.062,181.7,0.03,0.2,786,0.72,6697,0.08,568977,--------,-------,5405,47872,0,48877,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,31108.2,0.15,1000,633.7,185,2.26
08 pFe19.5,10/5/22,64462,1500,45380,47279,47342,1899,1962,0.04,0.041,175.5,0.04,0.21,898,0.7,6955,0.09,390031,--------,-------,5566,41185,0,45632,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29971.7,0.11,1500,632.9,179.7,2.56
08 pFe19.6,10/5/22,64503,2000,42967,43981,44042,1014,1074,0.023,0.024,184.4,0.15,0.17,937,0.73,7608,0.1,237707,--------,-------,6378,29288,0,43090,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29382.1,0.07,2000,484.2,156.8,2.83
08 pFe19.1,8/3/22,56028,0,67805,104288,109594,36483,41788,0.35,0.381,162.2,0.36,0.67,463,0.21,3943,0.12,77390,--------,-------,1296,10243,0,70353,0.04,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,70768.9,1,0,0,771.7,0
08 pFe19.2,8/3/22,56067,250,62652,63655,63632,1002,979,0.016,0.015,315.6,0.6,0.09,617,0.41,38340,0.51,60000,--------,-------,31718,46068,0,62741,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46940.5,0.06,250,24.2,31.5,0.64
08 pFe19.3,8/3/22,56107,500,22605,22184,22121,-421,-484,-0.019,-0.022,66.8,0.7,0.07,738,0.46,26714,0.46,199648,--------,-------,23133,104831,0,22607,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18325.6,-0.11,500,-58.3,43.2,3.7
08 pFe19.4,8/3/22,56146,1000,14941,14626,14554,-315,-387,-0.022,-0.027,100.6,0.7,0.04,2558,0.34,32070,0.63,216979,--------,-------,29131,146945,0,14941,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12472.4,-0.15,1000,-132.3,34.3,6.13
08 pFe19.5,8/3/22,56186,1500,13331,12921,12858,-410,-473,-0.032,-0.037,107.7,0.6,0.02,3906,0.39,35768,0.59,145050,--------,-------,34065,99549,0,13307,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11258.9,-0.25,1500,-292,29.4,7.07
08 pFe19.6,8/3/22,56225,2000,13588,13132,13068,-456,-520,-0.035,-0.04,90.1,0.63,0.03,1874,0.52,39002,0.45,95184,--------,-------,37134,63458,0,13587,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11701.7,-0.32,2000,-426.2,26.9,6.94
13 pFe19.1,11/20/22,69861,0,46574,78940,81006,32366,34432,0.41,0.425,209.2,0.03,0.43,674,0.43,3482,0.14,60000,--------,-------,2071,10255,0,49690,0.06,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46641,1,0,0,483,0
13 pFe19.2,11/20/22,69901,250,95791,97296,97620,1505,1829,0.015,0.019,133.9,0.42,0.05,1210,0.65,21035,0.3,513245,--------,-------,19565,168622,0,96218,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,74105.2,0.06,250,26.1,51.1,-0.19
13 pFe19.3,11/20/22,69940,500,90196,91533,91807,1337,1611,0.015,0.018,141.2,0.44,0.08,1385,0.61,10829,0.31,664987,--------,-------,9712,211534,0,90596,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,74360.9,0.08,500,49.3,103,-0.14
13 pFe19.4,11/20/22,69980,1000,80910,81709,81873,798,963,0.01,0.012,129.1,0.52,0.1,1220,0.4,9348,0.5,557293,--------,-------,7730,283922,0,81257,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,69041.6,0.06,1000,66,129.4,-0.03
13 pFe19.5,11/20/22,70020,1500,71870,72789,72903,919,1033,0.013,0.014,46.5,0.3,0.17,987,0.31,8697,0.52,584468,--------,-------,6003,305647,0,72163,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,63922.4,0.1,1500,127.9,166.6,0.08
13 pFe19.6,11/20/22,70060,2000,63789,63443,63340,-346,-449,-0.005,-0.007,537.4,0.04,1,10,0,5092,0,246551,--------,-------,16,847,0,63747,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,58442.1,-0.07,2000,-73.7,64124.8,0.24
13 pFe19.1,11/12/22,60723,0,13431,24385,24640,10954,11209,0.449,0.455,232.7,0.04,0.59,682,0.32,4427,0.09,196070,--------,-------,2010,18924,0,14873,0.1,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13391.3,1,0,0,497.4,0
13 pFe19.2,11/12/22,60764,250,29527,31091,31296,1564,1768,0.05,0.056,151.2,0.11,0.2,1515,0.72,8497,0.07,318988,--------,-------,6978,30068,0,29714,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21656.3,0.17,250,86.3,143.3,-0.22
13 pFe19.3,11/12/22,60804,500,25509,26929,27103,1420,1594,0.053,0.059,161.5,0.11,0.37,1741,0.55,5757,0.08,350343,--------,-------,4143,33541,0,25681,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,17896.8,0.16,500,180.8,241.4,-0.09
13 pFe19.4,11/12/22,60845,1000,20846,21433,21494,587,647,0.027,0.03,149.3,0.32,0.25,1728,0.53,6578,0.21,194547,--------,-------,5020,45563,0,20944,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,15058.9,0.09,1000,187.9,199.2,0.14
13 pFe19.5,11/12/22,60886,1500,16593,16857,16901,264,308,0.016,0.018,128.8,0.44,0.23,1510,0.46,7671,0.31,223312,--------,-------,5647,72774,0,16649,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13112.3,0.07,1500,161.3,177.1,0.45
13 pFe19.6,11/12/22,60927,2000,13755,13862,13880,107,124,0.008,0.009,140.7,0.64,0.14,703,0.3,9618,0.57,586355,--------,-------,6807,336559,0,13805,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11687.8,0.05,2000,105.4,146.9,0.76
13 pFe19-N.1,11/12/22,61989,0,15086,27271,27679,12185,12593,0.447,0.455,218.9,0.03,0.59,805,0.33,4871,0.08,178081,--------,-------,2252,16896,0,16546,0.09,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,15003.9,1,0,0,444,0
13 pFe19-N.2,11/12/22,62029,250,34068,35704,35958,1636,1890,0.046,0.053,173,0.18,0.28,1995,0.64,8065,0.08,354334,--------,-------,6188,34239,0,34275,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25409,0.16,250,74.3,161.6,-0.24
13 pFe19-N.3,11/12/22,62070,500,29211,30767,30961,1556,1750,0.051,0.057,174.4,0.14,0.3,1641,0.61,4306,0.09,296274,--------,-------,3431,30244,0,29407,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20588.3,0.15,500,164.1,291.4,-0.11
13 pFe19-N.4,11/12/22,62111,1000,25049,25724,25835,674,785,0.026,0.03,145.5,0.3,0.34,1674,0.46,5563,0.2,158271,--------,-------,3890,34776,0,25154,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18560.2,0.09,1000,170.1,257.1,0.06
13 pFe19-N.5,11/12/22,62152,1500,20225,20465,20508,240,283,0.012,0.014,126.8,0.57,0.16,1171,0.34,6631,0.5,449955,--------,-------,4929,227586,0,20319,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16643.1,0.06,1500,114.3,202.9,0.33
13 pFe19-N.6,11/12/22,62464,0,19235,28089,27952,8855,8717,0.315,0.312,290.6,0.31,1,88,0,1180,0,210746,--------,-------,91,504,0,24879,0.23,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26528.7,1,0,0,10967.4,0
13 pFe19-N.7,11/12/22,62503,250,20187,20557,20665,371,478,0.018,0.023,157.5,0.43,0.31,1389,0.39,17700,0.3,123640,--------,-------,10435,44705,0,20253,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18934.3,0.23,250,55,95.8,0.37
13 pFe19-N.8,11/12/22,62543,500,18905,19323,19423,418,518,0.022,0.027,148.2,0.13,0.48,1324,0.34,12363,0.18,146576,--------,-------,5880,30543,0,18975,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,17485.5,0.23,500,132.2,170.1,0.45
13 pFe19-N.9,11/12/22,62583,1000,18210,18511,18575,301,365,0.016,0.02,128,0.27,0.45,1217,0.32,9626,0.23,193698,--------,-------,4755,48052,0,18268,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16760.9,0.17,1000,198.6,210.3,0.52
13 pFe19-N.10,11/12/22,62623,1500,17309,17503,17567,194,258,0.011,0.015,132.6,0.38,0.36,1059,0.37,7543,0.27,264289,--------,-------,4360,75352,0,17356,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16149,0.14,1500,203.2,229.4,0.6
13 pFe19-N.11,11/12/22,62662,2000,16272,16439,16483,167,210,0.01,0.013,57.2,0.38,0.26,943,0.29,6291,0.45,359550,--------,-------,3794,164962,0,16321,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,15435.8,0.17,2000,247.5,263.6,0.71
13 pFe21.9-N.1,11/12/22,62985,0,9648,12948,13444,3300,3796,0.255,0.282,244.9,0.03,0.41,1902,0.52,30493,0.07,60000,--------,-------,17963,20980,0,9992,0.03,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10587.3,1,0,0,55.7,0
13 pFe21.9-N.2,11/12/22,63025,250,14415,14309,14311,-106,-104,-0.007,-0.007,541.4,0.04,0.42,215,0.49,17905,0.09,60000,--------,-------,9778,14344,0,14407,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11916.1,-0.04,250,-23.5,102.3,-0.1
13 pFe21.9-N.3,11/12/22,63065,500,14124,14010,14012,-114,-113,-0.008,-0.008,543,0.03,0.25,265,0.64,20893,0.11,62977,--------,-------,15063,20185,0,14109,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11716.7,-0.05,500,-52,66.4,-0.08
13 pFe21.9-N.4,11/12/22,63105,1000,13537,13424,13422,-113,-115,-0.008,-0.009,548.2,0.04,0.15,301,0.78,20751,0.07,60000,--------,-------,17463,20590,0,13525,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11558.3,-0.06,1000,-106.9,57.3,-0.04
13 pFe21.9-N.5,11/12/22,63145,1500,12757,12660,12666,-96,-91,-0.008,-0.007,542.7,0.04,0.45,209,0.44,18842,0.1,60000,--------,-------,9425,14558,0,12746,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11312,-0.07,1500,-145.2,106.1,0.02
13 pFe21.9-N.6,11/12/22,63184,2000,11923,11832,11838,-92,-86,-0.008,-0.007,545.1,0.04,0.17,293,0.75,21824,0.09,64188,--------,-------,17908,21862,0,11912,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10895.5,-0.1,2000,-197.8,55.8,0.09
13 pFe21.9.1,11/12/22,61325,0,17493,26414,27088,8921,9595,0.338,0.354,225.9,0.03,0.43,1454,0.3,14118,0.27,60000,--------,-------,6683,21076,0,18376,0.05,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18454.6,1,0,0,149.6,0
13 pFe21.9.2,11/12/22,61366,250,30403,30764,30826,361,424,0.012,0.014,139,0.48,0.05,832,0.43,21940,0.52,508144,--------,-------,19860,275512,0,30561,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23202.7,0.05,250,26,50.4,-0.14
13 pFe21.9.3,11/12/22,61407,500,28976,29367,29421,391,445,0.013,0.015,153.9,0.48,0.06,1149,0.48,11693,0.45,372936,--------,-------,10453,174628,0,29115,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22392.9,0.06,500,59,95.7,-0.1
13 pFe21.9.4,11/12/22,61448,1000,26180,26404,26430,224,250,0.008,0.009,139.5,0.61,0.06,947,0.25,11621,0.69,769252,--------,-------,9425,532310,0,26310,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20538.7,0.04,1000,75.3,106.1,0
13 pFe21.9.5,11/12/22,61488,1500,22514,23416,23586,902,1072,0.039,0.045,15.7,0.51,0.14,934,0.3,9115,0.56,645114,--------,-------,6491,366555,0,22619,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18619.6,0.19,1500,511.9,154.1,0.13
13 pFe21.9.6,11/12/22,61529,2000,18979,18893,18906,-86,-72,-0.005,-0.004,539.1,0.04,1,10,0,222,0,79117,--------,-------,11,52,0,18975,0,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16520.8,-0.04,2000,-80.5,93617.9,0.4
13 pFe 21.9.1,11/20/22,70511,0,19261,25019,28314,5759,9053,0.23,0.32,233.2,0.03,0.36,2287,0.54,33808,0.1,60000,--------,-------,21159,24900,0,19911,0.03,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22679.2,1,0,0,47.3,0
13 pFe 21.9.2,11/20/22,70552,250,27221,26890,26758,-331,-463,-0.012,-0.017,531.6,0.04,0.04,293,0.86,26714,0.1,67165,--------,-------,25667,30008,0,27191,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24672.2,-0.15,250,-41.3,39,-0.07
13 pFe 21.9.3,11/20/22,70592,500,26209,25893,25766,-317,-444,-0.012,-0.017,528.4,0.04,0.04,578,0.83,23965,0.13,96010,--------,-------,23002,32637,0,26172,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24013.5,-0.17,500,-82.1,43.5,-0.03
13 pFe 21.9.4,11/20/22,70633,1000,24535,24281,24162,-255,-374,-0.01,-0.015,531.5,0.04,0.04,312,0.89,23788,0.07,60485,--------,-------,22871,25630,0,24516,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22869.9,-0.18,1000,-140.8,43.7,0.03
13 pFe 21.9.5,11/20/22,70673,1500,22647,22422,22351,-225,-296,-0.01,-0.013,530.6,0.04,0.03,364,0.88,23516,0.09,63410,--------,-------,22668,26229,0,22620,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21479.3,-0.24,1500,-202,44.1,0.12
13 pFe 21.9.6,11/20/22,70714,2000,20690,20538,20479,-152,-211,-0.007,-0.01,529.3,0.04,0.05,357,0.88,21740,0.07,60000,--------,-------,20662,23379,0,20679,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19908.4,-0.24,2000,-199.3,48.4,0.22
